gid,rank,votes,title,category,year,authors,avg_rating,pages,published,publisher,5stars,4stars,3stars,2stars,1stars
13612739,17,586,"Seduced in the Dark (The Dark Duet, #2)",Romance,"2,012",[C.J. Roberts],4.29,505 pages,?2012-08-30?,Neurotica Books,"29,286","14,140","6,316","1,956","1,216"
13420351,18,542,"Shattered Glass (Shattered Glass, #1)",Romance,"2,012",[Dani Alexander],4.08,360 pages,?2012-01-31?,Dani Alexander,"3,621","2,928","1,340",458,215
11235783,19,513,"About That Night (FBI/US Attorney, #3)",Romance,"2,012",[Julie James],4.05,284 pages,?2012-04-03?,Berkley Sensation,"7,460","9,183","4,413",726,140
15762657,20,333,"Seducing Cinderella (Fighting for Love, #1)",Romance,"2,012",[Gina L. Maxwell],3.93,180 pages,?2012-07-20?,Entangled Publishing (Brazen),"10,108","12,969","7,510","1,659",526
13281368,1,"7,414","The Twelve (The Passage, #2)",Horror,"2,012",[Justin Cronin],4.0,568 pages,?2012-10-16?,The Random House Publishing Group,"27,005","35,628","17,578","3,389",781
13154933,2,"6,549","Odd Apocalypse (Odd Thomas, #5)",Horror,"2,012",[Dean Koontz],3.96,464 pages,?2012-07-31?,Random House Large Print,"8,350","9,152","5,864","1,337",300
13442031,3,"3,945","On Demon Wings (Experiment in Terror, #5)",Horror,"2,012",[Karina Halle],4.43,446 pages,?2012-05-13?,Metal Blonde Books,"3,368","1,854",562,107,22
11806716,4,"3,909","Blackout (Newsflesh Trilogy, #3)",Horror,"2,012",[Mira Grant],4.09,512 pages,?2012-05-22?,Orbit,"8,077","7,385","3,431",924,357
12099550,5,"3,614",Nocturnal,Horror,"2,012",[Scott Sigler],4.06,566 pages,?2012-04-03?,Crown,"1,972","1,855",939,237,90
12924261,6,"2,632","This Book Is Full of Spiders (John Dies at the End, #2)",Horror,"2,012",[David  Wong],4.26,406 pages,?2012-10-02?,St. Martin’s Press,"10,738","9,137","3,221",496,122
11956929,7,"2,200",Stay Awake,Horror,"2,012",[Dan Chaon],3.67,254 pages,?2012-02-07?,Ballantine Books,542,947,654,252,67
12173462,8,"1,843","White Horse (White Horse, #1)",Horror,"2,012",[Alex Adams],3.49,306 pages,?2012-04-17?,Atria/Emily Bestler Books,613,"1,040",931,384,178
12695591,9,"1,759","Red, White, and Blood (Nathaniel Cade #3)",Horror,"2,012",[Christopher Farnsworth],4.09,383 pages,?2012-04-26?,Putnam Adult,"1,262","1,449",686,102,22
11641612,10,"1,508",Edge of Dark Water,Horror,"2,012",[Joe R. Lansdale],3.92,292 pages,?2012-03-27?,Mulholland Books,777,"1,272",660,134,27
12981174,11,"1,016","Talulla Rising (The Last Werewolf, #2)",Horror,"2,012",[Glen Duncan],3.77,368 pages,?2012-06-26?,Knopf,891,"1,676","1,100",230,76
15884474,12,974,"Alive In A Dead World (Zombie Fallout, #5)",Horror,"2,012",[Mark Tufo],4.34,368 pages,?2012-03-01?,Createspace Independent Publishing Platform,"2,437","1,346",601,104,33
15062217,13,761,"14 (Threshold, #1)",Horror,"2,012",[Peter Clines],3.95,372 pages,?2012-06-05?,Permuted Press,"9,091","12,174","6,145","1,498",469
12024990,14,697,"Assassin's Code (Joe Ledger, #4)",Horror,"2,012",[Jonathan Maberry],4.3,422 pages,?2012-04-10?,St. Martin's Griffin,"2,787","2,436",709,100,17
13051355,15,651,"Monster Hunter Legion (Monster Hunter International, #4)",Horror,"2,012",[Larry Correia],4.32,377 pages,?2012-09-04?,Baen,"6,041","4,886","1,512",159,72
12944651,16,404,"Blackbirds (Miriam Black, #1)",Horror,"2,012",[Chuck Wendig],3.76,381 pages,?2012-04-24?,Angry Robot,"2,018","3,361","2,114",616,232
15773951,17,301,"I, Zombie",Horror,"2,012",[Hugh Howey],3.68,222 pages,?2012-08-15?,Broad Reach Publishing,920,"1,200",898,361,141
13528381,18,215,Breed,Horror,"2,012","[Chase Novak, Scott Spencer]",3.15,310 pages,?2012-09-04?,Mulholland Books,377,"1,096","1,493",703,270
13606988,19,87,The Void,Horror,"2,012",[Brett J. Talley],3.72,250 pages,?2012-07-13?,JournalStone,101,128,96,41,9
13279700,20,48,The Croning,Horror,"2,012","[Laird Barron, Rubén Martín Giráldez]",3.74,245 pages,?unknown?,Night Shade,849,"1,046",669,307,118
12262741,1,"8,207",Wild: From Lost to Found on the Pacific Crest Trail,Memoir & Autobiography,"2,012",[Cheryl Strayed],4.0,315 pages,?2012-03-20?,Knopf,"203,078","219,028","110,324","28,714","11,468"
12958655,2,"4,308",Paris in Love,Memoir & Autobiography,"2,012",[Eloisa James],3.63,272 pages,?2012-04-03?,Random House,"2,352","3,627","3,106","1,023",372
13414676,3,"3,677",The End of Your Life Book Club,Memoir & Autobiography,"2,012",[Will Schwalbe],3.81,336 pages,?2012-10-02?,Knopf,"13,171","17,605","11,474","3,417","1,267"
15814872,4,"3,255",No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,Memoir & Autobiography,"2,012","[Mark Owen, Kevin Maurer]",3.99,316 pages,?2012-09-04?,Dutton Books,"14,788","17,639","9,978","2,044",454
13230263,5,"2,989",Mrs. Kennedy and Me: An Intimate Memoir,Memoir & Autobiography,"2,012","[Clint Hill, Lisa McCubbin]",4.18,343 pages,?2012-04-03?,Gallery Books,"5,494","4,648","2,046",406,105
13529055,6,"2,858",Mortality,Memoir & Autobiography,"2,012",[Christopher Hitchens],4.14,104 pages,?2012-09-04?,Twelve,"8,393","8,189","3,300",655,275
12475019,7,"2,847",Some Assembly Required: A Journal of My Son's First Son,Memoir & Autobiography,"2,012","[Anne Lamott, Sam Lamott]",3.65,272 pages,?2012-03-20?,Riverhead Books,"3,467","3,616","3,149","1,214",708
13532186,8,"2,333",Joseph Anton: A Memoir,Memoir & Autobiography,"2,012",[Salman Rushdie],3.59,636 pages,?unknown?,Random House,"1,641","2,849","2,276",874,283
13069213,9,"2,265","Yes, Chef",Memoir & Autobiography,"2,012",[Marcus Samuelsson],3.83,319 pages,?2012-06-26?,Random House,"3,766","6,636","3,945",819,261
13096280,10,"2,226","Prague Winter: A Personal Story of Remembrance and War, 1937-1948",Memoir & Autobiography,"2,012","[Madeleine K. Albright, Bill Woodward]",3.99,467 pages,?2012-04-24?,HarperCollins Publishers,"1,931","2,604","1,170",277,91
13513092,11,"1,499",Life After Death,Memoir & Autobiography,"2,012",[Damien Echols],3.94,399 pages,?2012-09-18?,Blue Rider Press,"2,584","2,883","1,666",486,139
12453610,12,"1,226",January First: A Child's Descent into Madness and Her Father's Struggle to Save Her,Memoir & Autobiography,"2,012",[Michael Schofield],3.91,304 pages,?2012-08-07?,Crown,"2,713","2,747","1,571",553,241
11922297,13,"1,056","Heaven Is Here: An Incredible Story of Hope, Triumph, and Everyday Joy",Memoir & Autobiography,"2,012",[Stephanie Nielson],4.1,310 pages,?2012-04-03?,Hachette Books,"4,121","3,869","1,764",396,173
13547241,14,981,Unorthodox: The Scandalous Rejection of My Hasidic Roots,Memoir & Autobiography,"2,012",[Deborah Feldman],3.72,272 pages,?2012-10-02?,Simon  Schuster,"4,434","7,244","5,417","1,446",479
12265209,15,515,Revolution 2:0: A Memoir and Call to Action,Memoir & Autobiography,"2,012",[Wael Ghonim],3.92,256 pages,?2012-01-17?,Houghton Mifflin Harcourt,720,690,457,114,66
13586786,16,284,Waging Heavy Peace: A Hippie Dream,Memoir & Autobiography,"2,012",[Neil Young],3.58,512 pages,?2012-09-25?,Blue Rider Press,"1,930","3,036","2,706",998,329
11995710,17,212,Bloom: Finding Beauty in the Unexpected--A Memoir,Memoir & Autobiography,"2,012",[Kelle Hampton],3.87,288 pages,?2012-04-03?,William Morrow,"1,967","1,795","1,268",479,154
13202093,18,200,"When We Were the Kennedys: A Memoir from Mexico, Maine",Memoir & Autobiography,"2,012",[Monica Wood],3.85,256 pages,?2012-07-10?,Houghton Mifflin,"1,237","1,698","1,141",274,65
12752313,19,177,"Lots of Candles, Plenty of Cake",Memoir & Autobiography,"2,012",[Anna Quindlen],3.72,182 pages,?2012-04-24?,Random House,"3,839","6,107","4,595","1,338",353
12917507,20,84,My Cross to Bear,Memoir & Autobiography,"2,012","[Gregg Allman, Alan Light]",3.83,400 pages,?2012-05-01?,William Morrow,"1,323","1,747","1,184",338,79
12722468,1,"6,507",Elizabeth the Queen: The Life of a Modern Monarch,History & Biography,"2,012",[Sally Bedell Smith],3.88,663 pages,?unknown?,None,"8,346","8,078","5,620","1,468",921
12953608,2,"4,313",Drift: The Unmooring of American Military Power,History & Biography,"2,012",[Rachel  Maddow],4.07,275 pages,?2012-03-27?,Crown,"6,691","6,946","2,715",712,419
13538641,3,"4,280",Killing Kennedy: The End of Camelot (The Killing of Historical Figures),History & Biography,"2,012","[Bill O'Reilly, Martin Dugard]",4.08,325 pages,?2012-10-02?,Henry Holt and Co.,"17,462","19,242","7,891","1,563",948
13531538,4,"2,802",Dearie: The Remarkable Life of Julia Child,History & Biography,"2,012",[Bob Spitz],3.95,1008 pages,?2012-08-21?,Random House Large Print,"2,188","2,766","1,373",354,160
11797365,5,"2,493",Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,History & Biography,"2,012",[Blaine Harden],4.0,205 pages,?2012-03-29?,Viking,"17,335","22,952","11,170","1,867",751
12878300,6,"2,183",Fearless: The Heroic Story of One Navy SEAL's Sacrifice in the Hunt for Osama Bin Laden and the Unwavering Devotion of the Woman Who Loved Him,History & Biography,"2,012",[Eric Blehm],4.55,256 pages,?2012-05-22?,The Doubleday Religious Publishing Group,"9,441","3,111","1,029",219,112
13330922,7,"1,972","The Black Count: Glory, Revolution, Betrayal, and the Real Count of Monte Cristo",History & Biography,"2,012",[Tom Reiss],4.01,414 pages,?2012-09-18?,Crown,"4,689","5,482","2,469",573,318
13533740,8,"1,875",Thomas Jefferson: The Art of Power,History & Biography,"2,012",[Jon Meacham],4.01,759 pages,?2012-11-13?,Random House,"10,231","10,753","4,781","1,135",938
12933641,9,"1,780",The Woman Who Wasn't There: The True Story of an Incredible Deception,History & Biography,"2,012","[Robin Gaby Fisher, Angelo J. Guglielmo Jr.]",3.75,291 pages,?2012-04-03?,Atria Books,540,"1,057",755,175,27
13589124,10,"1,662",Every Love Story Is a Ghost Story: A Life of David Foster Wallace,History & Biography,"2,012","[D.T. Max, Eva Kemper]",3.8,356 pages,?2012-08-30?,Viking,"1,581","3,056","1,796",383,143
13049569,11,988,"The Passage of Power (The Years of Lyndon Johnson, #4)",History & Biography,"2,012",[Robert A. Caro],4.41,712 pages,?2012-05-01?,Knopf,"8,474","3,248","1,216",405,303
13154929,12,709,Double Cross: The True Story of the D-Day Spies,History & Biography,"2,012",[Ben Macintyre],3.92,400 pages,?2012-07-31?,Crown Publishing Group (NY),"2,491","3,547","1,936",421,123
13050383,13,693,Midnight in Peking: How the Murder of a Young Englishwoman Haunted the Last Days of Old China,History & Biography,"2,012",[Paul   French],3.83,260 pages,?2012-04-24?,Penguin (Non-Classics),"1,410","2,686","1,638",284,80
12369449,14,653,The Man Who Quit Money,History & Biography,"2,012",[Mark Sundeen],3.73,260 pages,?unknown?,Riverhead,671,908,684,249,62
13154560,15,232,Manhunt: The Ten-Year Search for Bin Laden--from 9/11 to Abbottabad,History & Biography,"2,012",[Peter L. Bergen],4.08,384 pages,?2012-05-01?,Crown,"1,175","1,677",607,93,26
12410640,16,160,The Presidents Club: Inside the World's Most Exclusive Fraternity,History & Biography,"2,012","[Nancy Gibbs, Michael Duffy]",4.14,641 pages,?2012-04-17?,Simon  Schuster,"3,675","3,741","1,420",283,124
13528287,17,129,The Second World War,History & Biography,"2,012",[Antony Beevor],4.39,863 pages,?2012-06-05?,"Little, Brown and Company","2,994","2,224",509,66,26
13155934,18,115,Enemies: A History of the FBI,History & Biography,"2,012",[Tim Weiner],3.9,537 pages,?2012-02-14?,Random House,754,"1,373",715,128,32
13264225,19,86,Cronkite,History & Biography,"2,012",[Douglas Brinkley],3.99,832 pages,?2012-05-29?,Harper,432,601,293,54,15
11797348,20,55,"Roger Williams and the Creation of the American Soul: Church, State, and the Birth of Liberty",History & Biography,"2,012",[John M. Barry],4.23,441 pages,?unknown?,None,336,294,109,19,4
8520610,1,"7,532",Quiet: The Power of Introverts in a World That Can't Stop Talking,Nonfiction,"2,012",[Susan Cain],4.06,333 pages,?2012-01-24?,"Crown Publishing Group/Random House, Inc.","114,625","109,648","51,341","12,691","6,510"
11869272,2,"5,356","Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Nonfiction,"2,012",[Katherine Boo],3.98,256 pages,?2012-02-07?,Random House,"31,799","37,542","18,408","4,918","1,899"
12609433,3,"3,300",The Power of Habit: Why We Do What We Do in Life and Business,Nonfiction,"2,012",[Charles Duhigg],4.1,375 pages,?2012-02-28?,Random House,"118,269","113,069","51,990","10,928","5,126"
13099738,4,"2,978",Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Nonfiction,"2,012",[Austin Kleon],3.91,160 pages,?2012-02-28?,Workman Publishing Company,"73,125","49,794","32,572","11,715","10,994"
13435889,5,"2,494","How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",Nonfiction,"2,012",[Paul Tough],3.9,256 pages,?2012-09-04?,Houghton Mifflin Harcourt,"6,243","8,898","5,236","1,028",351
13528350,6,"2,191","The Violinist's Thumb: And Other Lost Tales of Love, War, and Genius, as Written by Our Genetic Code",Nonfiction,"2,012",[Sam Kean],3.99,401 pages,?2012-07-17?,"Little, Brown and Company","2,620","3,460","1,691",356,111
11910983,7,"2,079",Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting,Nonfiction,"2,012",[Pamela Druckerman],3.99,284 pages,?2012-02-07?,Penguin Press,"12,449","19,859","8,741","1,510",444
11337189,8,"1,974",A Universe from Nothing: Why There Is Something Rather Than Nothing,Nonfiction,"2,012","[Lawrence M. Krauss, Richard Dawkins]",3.93,204 pages,?2012-01-10?,Atria Books,"7,983","8,751","4,856","1,289",747
13533727,9,"1,969",Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Nonfiction,"2,012",[Cheryl Strayed],4.3,368 pages,?2012-07-10?,Vintage,"30,956","17,291","7,379","1,755",792
13259270,10,"1,547",Free Will,Nonfiction,"2,012",[Sam Harris],3.86,83 pages,?2012-03-06?,Free Press,"7,590","8,998","5,453","1,591",786
12158480,11,893,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Nonfiction,"2,012","[Daron Acemoğlu, James A. Robinson]",4.06,544 pages,?2012-03-20?,Crown Business,"9,874","10,300","4,787","1,210",369
11324722,12,708,The Righteous Mind: Why Good People Are Divided by Politics and Religion,Nonfiction,"2,012",[Jonathan Haidt],4.22,419 pages,?2012-03-13?,Pantheon,"13,528","9,912","3,944",982,446
13426082,13,683,How Will You Measure Your Life?,Nonfiction,"2,012","[Clayton M. Christensen, James Allworth, Karen Dillon]",4.07,221 pages,?2012-05-15?,Harper Business,"8,634","7,584","4,043",981,339
13152668,14,657,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever",Nonfiction,"2,012",[Jack McCallum],4.19,352 pages,?2012-07-10?,Ballantine Books,"4,715","3,483","1,526",331,192
13187824,15,398,Abundance: The Future Is Better Than You Think,Nonfiction,"2,012","[Peter H. Diamandis, Steven Kotler]",4.11,400 pages,?2012-02-21?,Free Press,"3,569","3,436","1,564",339,107
13588394,16,375,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,Nonfiction,"2,012",[Nate Silver],3.98,534 pages,?2012-09-27?,Penguin,"12,529","17,177","8,238","1,786",567
12804425,17,341,Green Illusions,Nonfiction,"2,012",[Ozzie Zehner],3.98,456 pages,?2012-06-01?,University of Nebraska Press,254,218,124,35,24
13167087,18,204,"This Is How: Proven Aid in Overcoming Shyness, Molestation, Fatness, Spinsterhood, Grief, Disease, Lushery, Decrepitude & More. For Young and Old Alike.",Nonfiction,"2,012",[Augusten Burroughs],3.68,230 pages,?unknown?,None,"3,120","3,282","2,552","1,157",551
15823426,19,121,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs",Nonfiction,"2,012","[Tyler Hamilton, Daniel Coyle]",4.34,290 pages,?2012-09-05?,Bantam,"6,628","5,381","1,322",162,100
13151179,20,121,Twilight of the Elites: America After Meritocracy,Nonfiction,"2,012",[Christopher L. Hayes],4.0,304 pages,?2012-06-12?,Crown,"1,842","2,283","1,086",204,109
12072362,1,"7,977",The Pioneer Woman Cooks: Food from My Frontier,Food & Cookbooks,"2,012",[Ree Drummond],4.24,293 pages,?2012-03-13?,William Morrow Cookbooks,"14,781","7,067","3,432","1,142",881
12519893,2,"2,888",The Homemade Pantry: 101 Foods You Can Stop Buying and Start Making,Food & Cookbooks,"2,012",[Alana Chernila],3.85,288 pages,?2012-04-03?,Clarkson Potter,"4,410","3,217","2,281",898,693
12294541,3,"2,755","Paris, My Sweet: A Year in the City of Light (and Dark Chocolate)",Food & Cookbooks,"2,012",[Amy Thomas],3.51,280 pages,?2012-02-01?,"Sourcebooks, Incorporated",819,"1,129","1,336",505,138
12986251,4,"2,438",Joy the Baker Cookbook: 100 Simple and Comforting Recipes,Food & Cookbooks,"2,012",[Joy  Wilson],4.11,208 pages,?2012-02-28?,Hyperion,"1,386",924,501,155,80
13237773,5,"1,983",Food in Jars: Preserving in Small Batches Year-Round,Food & Cookbooks,"2,012",[Marisa McClellan],4.07,240 pages,?2012-05-22?,Running Press Adult,"1,361",994,573,145,92
13202092,6,"1,923",Eat and Run: My Unlikely Journey to Ultramarathon Greatness,Food & Cookbooks,"2,012","[Scott Jurek, Steve Friedman]",3.99,272 pages,?2012-06-05?,Houghton Mifflin Harcourt,"9,102","10,716","6,230","1,100",327
12603330,7,"1,876","Chloe's Kitchen: 125 Easy, Delicious Recipes for Making the Food You Love the Vegan Way",Food & Cookbooks,"2,012","[Chloe Coscarelli, Neal D. Barnard]",4.22,288 pages,?2012-03-06?,Atria Books,"1,082",607,319,84,41
13012708,8,"1,849","French Kids Eat Everything: How Our Family Moved to France, Cured Picky Eating, Banned Snacking, and Discovered 10 Simple Rules for Raising Happy, Healthy Eaters",Food & Cookbooks,"2,012",[Karen Le Billon],3.91,320 pages,?2012-04-03?,William Morrow,"1,986","3,030","1,742",351,68
13273545,9,"1,635","The Good Food Revolution: Growing Healthy Food, People, and Communities",Food & Cookbooks,"2,012","[Will  Allen, Charles   Wilson]",3.96,256 pages,?2012-05-10?,Gotham,424,559,270,69,24
13043698,10,"1,499",Dinner: A Love Story: It All Begins at the Family Table,Food & Cookbooks,"2,012",[Jenny Rosenstrach],4.05,302 pages,?2012-06-05?,Ecco,"1,691","1,665",815,218,70
13551147,11,983,My Berlin Kitchen: A Love Story (with Recipes),Food & Cookbooks,"2,012",[Luisa Weiss],3.72,302 pages,?2012-09-13?,Viking Adult,802,"1,323","1,002",261,77
13586810,12,895,Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,Food & Cookbooks,"2,012",[Diane Sanfilippo],4.17,416 pages,?2012-08-07?,Victory Belt Publishing,"3,703","2,618","1,320",289,151
13193855,13,752,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,Food & Cookbooks,"2,012","[Dallas Hartwig, Melissa Hartwig]",4.09,320 pages,?2012-06-12?,Victory Belt Publishing,"8,733","7,756","3,660",846,458
13547854,14,681,"The American Way of Eating: Undercover at Walmart, Applebee's, Farm Fields and the Dinner Table",Food & Cookbooks,"2,012",[Tracie McMillan],3.58,352 pages,?2012-10-02?,Scribner,542,"1,216","1,136",305,54
13331199,15,661,The Smitten Kitchen Cookbook,Food & Cookbooks,"2,012",[Deb Perelman],4.05,336 pages,?2012-10-30?,Knopf,"13,378","8,205","4,558","1,679","1,321"
13598307,16,487,The Art of Fermentation: An in-Depth Exploration of Essential Concepts and Processes from Around the World,Food & Cookbooks,"2,012",[Sandor Ellix Katz],4.42,528 pages,?2012-06-12?,Chelsea Green Publishing,"1,820",954,304,64,18
13329738,17,431,A Feast of Ice and Fire: The Official Companion Cookbook,Food & Cookbooks,"2,012","[Chelsea Monroe-Cassel, Sariann Lehrer, George R.R. Martin]",4.34,220 pages,?2012-05-29?,Bantam,"1,500",825,375,52,25
14556629,18,287,Forks Over Knives—The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year,Food & Cookbooks,"2,012","[Del Sroufe, Isa Chandra Moskowitz]",4.13,319 pages,?2012-08-14?,The Experiment,"1,923","1,477",778,189,70
15895557,19,201,Savoring the Seasons with Our Best Bites,Food & Cookbooks,"2,012","[Sara Wells, Kate  Jones]",4.3,272 pages,?2012-09-11?,Shadow Mountain,228,96,59,12,8
13506703,20,195,The Back in the Day Bakery Cookbook: More Than 100 Recipes From the Best Little Bakery In the South,Food & Cookbooks,"2,012","[Cheryl Day, Griffith Day, Amy Paige Condon]",4.13,272 pages,?2012-03-06?,Artisan,982,612,341,106,53
12868761,1,"13,066",Let's Pretend This Never Happened: A Mostly True Memoir,Humor,"2,012",[Jenny  Lawson],3.9,318 pages,?2012-04-17?,Amy Einhorn: Putnam,"56,214","49,440","30,392","11,375","5,968"
13529139,2,"4,984",I am a Pole (And So Can You!),Humor,"2,012","[Stephen Colbert, Aaron Cohen, Paul Hildebrand]",3.89,32 pages,?2012-05-08?,Grand Central Publishing,"1,463","1,437","1,024",303,96
12853720,3,"4,836",How to Be a Woman,Humor,"2,012",[Caitlin Moran],3.73,305 pages,?2012-07-17?,Harper Perennial,"27,316","31,983","22,259","8,335","4,565"
12640991,4,"4,717",Weird Things Customers Say in Bookshops,Humor,"2,012",[Jen Campbell],3.8,119 pages,?2012-04-05?,Constable and Robinson,"5,548","7,758","5,820","1,365",396
7743117,5,"4,243",Sacré Bleu: A Comedy d'Art,Humor,"2,012",[Christopher Moore],3.78,403 pages,?2012-04-03?,HarperCollins,"8,074","10,999","7,263","2,261",889
13163846,6,"4,199",Darth Vader and Son,Humor,"2,012",[Jeffrey Brown],4.15,64 pages,?2012-04-18?,Chronicle Books,"7,581","5,692","2,925",641,284
12405612,7,"3,959","Tough Shit: Life Advice from a Fat, Lazy Slob Who Did Good",Humor,"2,012",[Kevin Smith],3.9,263 pages,?2012-03-20?,Gotham Books,"2,332","3,167","1,885",410,142
13526165,8,"2,569","Where'd You Go, Bernadette",Humor,"2,012",[Maria Semple],3.9,330 pages,?2012-08-14?,"Little, Brown and Company","124,099","191,315","99,344","22,690","8,030"
13167847,9,"1,883",Most Talkative: Stories from the Front Lines of Pop Culture,Humor,"2,012",[Andy Cohen],3.79,273 pages,?2012-05-08?,Henry Holt & Company,"3,424","5,293","3,654",882,296
13425415,10,"1,875",I Suck at Girls,Humor,"2,012",[Justin Halpern],3.79,131 pages,?2012-05-15?,Dey Street Books,"4,642","6,812","4,907","1,181",349
12166282,11,"1,203","Trail of the Spellmans (The Spellmans, #5)",Humor,"2,012",[Lisa Lutz],4.03,384 pages,?2012-02-28?,Simon & Schuster,"2,580","3,954","1,791",205,39
12959743,12,"1,088",How to Be Black,Humor,"2,012",[Baratunde R. Thurston],3.9,254 pages,?2012-01-31?,HarperCollins,"1,932","3,040","1,595",339,110
12332573,13,996,"Jeneration X: One Reluctant Adult's Attempt to Unarrest Her Arrested Development; Or, Why It's  Never Too Late for Her Dumb Ass to Learn Why Froot Loops Are Not for Dinner",Humor,"2,012",[Jen Lancaster],3.91,352 pages,?2012-05-01?,NAL,"2,960","3,221","2,050",506,225
8570787,14,948,Drop Dead Healthy: One Man's Humble Quest for Bodily Perfection,Humor,"2,012",[A.J. Jacobs],3.76,402 pages,?2012-04-10?,Simon  Schuster,"2,781","5,608","3,934",771,177
15799936,15,749,How to Tell If Your Cat Is Plotting to Kill You,Humor,"2,012","[Matthew Inman, Matthew Inman]",3.94,131 pages,?2012-10-09?,Andrews McMeel Publishing,"10,933","9,254","6,350","1,934",840
14060248,16,626,Fifty Shames of Earl Grey,Humor,"2,012","[Fanny Merkin, Andrew Shaffer]",3.31,224 pages,?2012-07-10?,Da Capo Press,682,902,"1,075",526,323
13528506,17,578,America Again: Re-becoming the Greatness We Never Weren't,Humor,"2,012",[Stephen Colbert],3.88,240 pages,?2012-10-02?,Grand Central Publishing,"3,418","4,279","2,888",660,207
12511117,18,509,"You're Not Doing It Right: Tales of Marriage, Sex, Death, and Other Humiliations",Humor,"2,012",[Michael Ian Black],3.77,245 pages,?2012-02-28?,Gallery Books,"2,013","2,866","1,759",540,287
15758840,19,94,I Kill Me: Tales of A Jilted Hypochondriac,Humor,"2,012",[Tracy H. Tucker],3.52,256 pages,?2012-07-26?,Black Dog Publishing,48,103,72,23,19
13151428,20,93,Not Taco Bell Material,Humor,"2,012",[Adam Carolla],3.75,336 pages,?2012-06-12?,Crown Archetype,"1,346","1,956","1,361",398,165
13581999,1,"8,614","The Walking Dead, Vol. 16: A Larger World",Graphic Novels & Comics,"2,012","[Robert Kirkman, Charlie Adlard, Cliff Rathburn]",4.16,136 pages,?2012-06-19?,Image Comics,"4,280","4,425","1,966",222,43
12413836,2,"6,937","Avatar: The Last Airbender: The Promise, Part 1 (The Promise, #1)",Graphic Novels & Comics,"2,012","[Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Gurihiru]",4.24,76 pages,?2012-01-25?,Dark Horse Comics,"10,841","6,027","3,166",718,381
9723976,3,"6,464","Frostbite: The Graphic Novel (Vampire Academy: The Graphic Novel, #2)",Graphic Novels & Comics,"2,012","[Richelle Mead, Emma Vieceli, Leigh Dragoon]",4.32,156 pages,?2012-05-24?,Razorbill,"3,175","1,413",749,176,98
11514260,4,"4,517","Hush, Hush (Hush, Hush: The Graphic Novel, #1)",Graphic Novels & Comics,"2,012","[Derek Ruiz, Becca Fitzpatrick, Jennyson Rosero, David Pinos, Mel Joy San Juan]",4.25,120 pages,?2012-03-20?,Sea Lion Books,"4,651","1,342",948,376,345
13223349,5,"3,246","Batman, Volume 1: The Court of Owls",Graphic Novels & Comics,"2,012","[Scott Snyder, Greg Capullo, Jonathan Glapion]",4.32,176 pages,?2012-05-09?,DC Comics,"20,872","13,778","4,673",950,470
10630620,6,"3,075",Fever Moon: The Fear Dorcha (Fever #5.5),Graphic Novels & Comics,"2,012","[David    Lawrence, Karen Marie Moning, Al Rio, Cliff Richards]",3.92,184 pages,?2012-07-10?,Del Rey,"1,632","1,435","1,064",298,114
11566956,7,"3,025",Are You My Mother? A Comic Drama,Graphic Novels & Comics,"2,012",[Alison Bechdel],3.69,290 pages,?2012-05-01?,Houghton Mifflin,"6,754","8,268","6,784","2,658",838
12033364,8,"2,588","Soulless: The Manga, Vol. 1 (The Parasol Protectorate Manga, #1)",Graphic Novels & Comics,"2,012","[Gail Carriger, Rem, JuYoun Lee]",4.13,228 pages,?2012-03-01?,Yen Press,"2,844","1,891",956,266,191
10710392,9,"2,525",Chopsticks,Graphic Novels & Comics,"2,012","[Jessica Anthony, Rodrigo Corral]",3.75,272 pages,?2012-02-02?,Razorbill,"7,832","5,988","5,304","2,118","1,349"
13490570,10,"2,166","Locke & Key, Vol. 5: Clockworks",Graphic Novels & Comics,"2,012","[Joe Hill, Gabriel Rodríguez]",4.49,160 pages,?unknown?,IDW Publishing,"15,137","7,336","1,765",378,194
15704307,11,"1,023","Saga, Vol. 1",Graphic Novels & Comics,"2,012","[Brian K. Vaughan, Fiona Staples]",4.2,176 pages,?2012-10-23?,Image Comics,"121,152","61,353","25,565","9,207","10,505"
13573235,12,886,Building Stories,Graphic Novels & Comics,"2,012",[Chris Ware],4.3,260 pages,?2012-10-02?,Pantheon,"3,462","1,723",714,223,147
