gid,rank,votes,title,category,year,authors,avg_rating,pages,published,publisher,5stars,4stars,3stars,2stars,1stars
25810398,16,"2,134",The Association of Small Bombs,Fiction,"2,016",[Karan Mahajan],3.57,unknown,?unknown?,None,"1,746","5,014","4,436","1,013",202
30008702,17,"1,808",Nutshell,Fiction,"2,016",[Ian McEwan],3.67,208 pages,?2016-09-13?,Nan A. Talese,"9,146","15,797","11,240","3,699","1,437"
31246481,18,"1,273",Silver Threads (Memory House #5),Fiction,"2,016",[Bette Lee Crosby],4.31,unknown,?unknown?,None,207,69,39,15,11
26114523,19,"1,201",The Summer that Melted Everything,Fiction,"2,016",[Tiffany McDaniel],3.93,310 pages,?2016-07-26?,St. Martin's Press,"1,957","1,981","1,015",384,178
29776246,20,"1,020",An Ishmael of Syria,Fiction,"2,016",[Asaad Almohammad],3.81,370 pages,?2016-04-05?,None,245,144,75,64,51
25526965,1,"42,382","End of Watch (Bill Hodges Trilogy, #3)",Mystery & Thriller,"2,016",[Stephen King],4.08,432 pages,?2016-06-07?,Scribner,"28,297","33,248","14,491","2,656",657
28220985,2,"23,038","A Great Reckoning (Chief Inspector Armand Gamache, #12)",Mystery & Thriller,"2,016",[Louise Penny],4.42,389 pages,?2016-08-30?,Minotaur Books,"21,857","13,918","3,433",579,220
28187230,3,"21,621",The Woman in Cabin 10,Mystery & Thriller,"2,016",[Ruth Ware],3.69,341 pages,?2016-07-19?,Scout Press,"68,641","122,804","95,870","25,330","6,519"
25337081,4,"20,475","Brotherhood in Death (In Death, #42)",Mystery & Thriller,"2,016",[J.D. Robb],4.38,388 pages,?2016-02-02?,Berkley,"11,533","6,699","2,287",381,185
29437949,5,"18,764",Behind Closed Doors,Mystery & Thriller,"2,016",[B.A. Paris],3.95,293 pages,?2016-08-09?,St. Martin's Press,"90,666","94,955","51,074","15,160","7,209"
26245850,6,"17,496",Before the Fall,Mystery & Thriller,"2,016",[Noah Hawley],3.73,391 pages,?2016-05-31?,Grand Central Publishing,"20,221","46,149","29,857","6,792","1,701"
29430013,7,"17,201",The Trespasser (Dublin Murder Squad #6),Mystery & Thriller,"2,016",[Tana French],3.96,449 pages,?2016-10-04?,Viking,"16,363","25,496","12,073","2,362",572
27276324,8,"16,683",All the Missing Girls,Mystery & Thriller,"2,016",[Megan Miranda],3.78,371 pages,?2016-06-28?,Simon  Schuster,"26,760","45,539","31,440","7,518","1,761"
26109394,9,"15,308",Fool Me Once,Mystery & Thriller,"2,016",[Harlan Coben],3.93,387 pages,?2016-03-22?,Dutton,"22,160","28,297","15,863","3,697","1,355"
28815474,10,"13,620",The Couple Next Door,Mystery & Thriller,"2,016",[Shari Lapena],3.78,308 pages,?2016-08-23?,Pamela Dorman Books,"73,470","105,888","76,925","20,635","6,123"
26245853,11,"5,801","The Last Mile (Amos Decker, #2)",Mystery & Thriller,"2,016",[David Baldacci],4.21,644 pages,?2016-04-26?,Grand Central Publishing,"25,380","26,303","8,386","1,321",506
27213121,12,"5,477","The Black Widow (Gabriel Allon, #16)",Mystery & Thriller,"2,016",[Daniel Silva],4.32,528 pages,?2016-07-12?,Harper,"13,073","9,621","2,805",539,245
25734248,13,"4,706","The Widow (Kate Waters, #1)",Mystery & Thriller,"2,016",[Fiona Barton],3.49,324 pages,?2016-02-16?,NAL,"11,825","28,930","30,737","8,412","2,104"
27276292,14,"2,938",The Vanishing Year,Mystery & Thriller,"2,016",[Kate Moretti],3.64,296 pages,?2016-09-27?,Atria Books,"2,170","5,239","4,230",989,216
28721136,15,"2,846","The Girl In The Ice (DCI Erika Foster, #1)",Mystery & Thriller,"2,016",[Robert Bryndza],3.95,394 pages,?2016-02-12?,Bookouture,"19,208","24,313","12,592","2,891","1,365"
28374062,16,"2,191","The Kept Woman (Will Trent, #8)",Mystery & Thriller,"2,016",[Karin Slaughter],4.09,461 pages,?2016-09-20?,William Morrow,"14,402","16,075","6,872","1,296",421
28090846,17,"1,930","Into the Light (The Light, #1)",Mystery & Thriller,"2,016",[Aleatha Romig],4.15,352 pages,?2016-06-14?,Thomas & Mercer,"3,123","2,259",902,301,190
30221492,18,"1,911","Play Dead (D.I. Kim Stone, #4)",Mystery & Thriller,"2,016",[Angela Marsons],4.39,392 pages,?2016-05-20?,Bookouture,"5,920","3,797","1,090",160,63
28503798,19,"1,261",The Queen's Accomplice (Maggie Hope Mystery #6),Mystery & Thriller,"2,016",[Susan Elia MacNeal],3.94,368 pages,?2016-10-04?,Bantam,"1,502","2,534","1,302",193,46
26883206,20,941,Redemption Road,Mystery & Thriller,"2,016",[John Hart],4.08,417 pages,?2016-05-03?,Thomas Dunne Books,"5,924","6,901","2,591",648,241
30555488,1,"24,175",The Underground Railroad,Historical Fiction,"2,016",[Colson Whitehead],4.02,306 pages,?2016-08-02?,Doubleday Books,"88,934","102,976","46,902","11,615","4,625"
25893693,2,"23,991","Lilac Girls (Lilac Girls, #1)",Historical Fiction,"2,016",[Martha Hall Kelly],4.29,487 pages,?2016-04-05?,Ballantine Books,"86,705","69,642","20,666","3,791","1,582"
25817162,3,"16,608",America's First Daughter,Historical Fiction,"2,016","[Stephanie Dray, Laura Kamoie]",4.22,606 pages,?2016-03-01?,William Morrow Paperbacks,"18,138","16,601","5,294","1,140",486
29430012,4,"15,260",A Gentleman in Moscow,Historical Fiction,"2,016",[Amor Towles],4.35,462 pages,?2016-09-06?,Viking,"129,901","70,237","24,429","6,837","3,102"
28449257,5,"15,193",The Wonder,Historical Fiction,"2,016",[Emma Donoghue],3.62,291 pages,?2016-09-20?,"Little, Brown and Company","10,344","24,022","18,585","5,181","1,297"
27071490,6,"15,016",Homegoing,Historical Fiction,"2,016",[Yaa Gyasi],4.42,320 pages,?2016-06-07?,Alfred A. Knopf,"79,410","47,165","12,844","2,141",687
28251813,7,"13,209","Three Sisters, Three Queens (The Plantagenet and Tudor Novels, #8)",Historical Fiction,"2,016",[Philippa Gregory],3.77,556 pages,?2016-08-09?,Atria Books,"5,246","8,227","6,071","1,473",390
25776122,8,"13,142",The Summer Before the War,Historical Fiction,"2,016",[Helen Simonson],3.78,481 pages,?2016-03-22?,Random House,"8,200","14,774","9,351","2,299",687
25279165,9,"10,579",The Swans of Fifth Avenue,Historical Fiction,"2,016",[Melanie Benjamin],3.6,368 pages,?2016-01-26?,Delacorte Press,"4,721","10,370","8,314","2,411",773
17912498,10,"6,241",The Queen of the Night,Historical Fiction,"2,016",[Alexander Chee],3.44,561 pages,?2016-02-02?,Houghton Mifflin Harcourt,"1,712","3,192","3,134","1,403",446
28363972,11,"4,501",The Last Days of Night,Historical Fiction,"2,016",[Graham Moore],4.15,371 pages,?2016-08-16?,Random House,"9,989","12,727","3,995",618,225
25577005,12,"3,861","The Moon in the Palace (Empress of Bright Moon, #1)",Historical Fiction,"2,016",[Weina Dai Randel],3.86,395 pages,?2016-03-01?,Sourcebooks Landmark,887,"1,243",806,186,50
27917957,13,"3,603",To The Bright Edge of the World,Historical Fiction,"2,016",[Eowyn Ivey],4.14,417 pages,?2016-08-02?,"Little, Brown and Company","5,314","6,020","2,117",416,122
25813937,14,"3,416",Glory Over Everything: Beyond The Kitchen House,Historical Fiction,"2,016",[Kathleen Grissom],4.25,365 pages,?2016-04-05?,Simon  Schuster,"11,662","11,896","3,337",464,168
25666046,15,"2,278",The North Water,Historical Fiction,"2,016",[Ian McGuire],3.99,255 pages,?2016-03-15?,Henry Holt and Co.,"7,261","10,264","4,240","1,036",374
25817493,16,"1,936",News of the World,Historical Fiction,"2,016",[Paulette Jiles],4.07,209 pages,?2016-10-04?,William Morrow,"19,799","24,024","10,294","1,889",507
27876415,17,"1,727",Do Not Say We Have Nothing,Historical Fiction,"2,016",[Madeleine Thien],3.9,473 pages,?2016-05-31?,Knopf Canada,"5,419","5,900","3,311","1,139",458
25894024,18,"1,562",Modern Girls,Historical Fiction,"2,016",[Jennifer S. Brown],3.9,384 pages,?2016-05-01?,Berkley Books,973,"1,617",892,168,44
25763894,19,"1,429",Green Island,Historical Fiction,"2,016",[Shawna Yang Ryan],3.99,400 pages,?2016-02-23?,Knopf,512,761,353,65,14
25663717,20,"1,387",The Two-Family House,Historical Fiction,"2,016",[Lynda Cohen Loigman],3.93,290 pages,?2016-03-08?,St. Martin's Press,"5,856","9,784","4,840",938,214
29056083,1,"128,543","Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",Fantasy,"2,016","[John Tiffany, Jack Thorne, J.K. Rowling]",3.65,343 pages,?2016-07-31?,"Little, Brown","178,878","192,015","155,387","66,817","37,740"
20764879,2,"38,615","A Gathering of Shadows (Shades of Magic, #2)",Fantasy,"2,016",[V.E. Schwab],4.28,512 pages,?2016-02-23?,Tor Books,"42,803","34,798","10,805","2,177",575
24019186,3,"28,982","The Bands of Mourning (Mistborn, #6)",Fantasy,"2,016",[Brandon Sanderson],4.43,447 pages,?2016-01-26?,Tor Books,"34,881","23,263","5,243",652,187
12444298,4,"16,412","Feverborn (Fever, #8)",Fantasy,"2,016",[Karen Marie Moning],4.21,436 pages,?2016-01-19?,Delacorte Press,"9,597","6,809","3,160",698,231
25776210,5,"14,798","Fire Touched (Mercy Thompson, #9)",Fantasy,"2,016",[Patricia Briggs],4.38,342 pages,?2016-03-08?,Ace,"18,372","13,073","3,804",359,82
25372801,6,"13,753",All the Birds in the Sky,Fantasy,"2,016",[Charlie Jane Anders],3.58,313 pages,?2016-01-26?,Tor Books,"6,775","13,026","10,025","3,707","1,284"
17333174,7,"13,346","Magic Binds (Kate Daniels, #9)",Fantasy,"2,016",[Ilona Andrews],4.56,328 pages,?2016-09-20?,Ace,"16,076","7,440","1,641",125,42
29008738,8,"12,739","The Bird and the Sword (The Bird and the Sword Chronicles, #1)",Fantasy,"2,016",[Amy Harmon],4.24,328 pages,?2016-05-06?,CreateSpace,"12,836","9,076","3,612",968,272
22062202,9,"10,114","Marked in Flesh (The Others, #4)",Fantasy,"2,016",[Anne Bishop],4.3,399 pages,?2016-03-08?,Roc,"10,343","7,535","2,749",470,107
26114340,10,"8,924","The Curse of Tenth Grave (Charley Davidson, #10)",Fantasy,"2,016",[Darynda Jones],4.39,342 pages,?2016-06-28?,St. Martin's Press,"7,779","5,001","1,562",189,39
26228034,11,"4,987","The Obelisk Gate (The Broken Earth, #2)",Fantasy,"2,016",[N.K. Jemisin],4.32,410 pages,?2016-08-18?,Orbit,"33,343","28,283","7,824","1,082",321
24885533,12,"4,952",The Paper Menagerie and Other Stories,Fantasy,"2,016",[Ken Liu],4.39,453 pages,?2016-03-08?,Gallery / Saga Press,"7,961","4,898","1,492",252,64
26863057,13,"4,870","Age of Myth (The Legends of the First Empire, #1)",Fantasy,"2,016",[Michael J. Sullivan],4.24,432 pages,?2016-06-28?,Del Rey,"10,219","9,520","2,926",524,179
16280689,14,"3,354","Staked (The Iron Druid Chronicles, #8)",Fantasy,"2,016",[Kevin Hearne],4.24,310 pages,?2016-01-26?,Del Rey,"7,899","7,174","2,558",369,79
25695756,15,"3,208","Stiletto (The Checquy Files, #2)",Fantasy,"2,016",[Daniel O'Malley],4.14,583 pages,?2016-06-14?,"Little, Brown, and Company","5,813","7,115","2,536",379,77
25526296,16,"1,986","Every Heart a Doorway (Wayward Children, #1)",Fantasy,"2,016",[Seanan McGuire],3.83,173 pages,?2016-04-05?,Tor.com,"15,785","21,779","13,499","3,894","1,350"
27154427,17,"1,613","The Wheel of Osheim (The Red Queen's War, #3)",Fantasy,"2,016",[Mark  Lawrence],4.34,656 pages,?2016-06-02?,Harper Voyager,"5,971","4,631","1,362",171,48
29627784,18,"1,497","Vampire Girl (Vampire Girl, #1)",Fantasy,"2,016",[Karpov Kinrade],4.06,270 pages,?2016-04-05?,Daring Books,"4,949","3,625","2,015",628,337
29467232,19,"1,246","The Blood Mirror (Lightbringer, #4)",Fantasy,"2,016",[Brent Weeks],4.35,704 pages,?2016-10-25?,Orbit,"15,270","11,349","3,256",483,139
23909755,20,713,"City of Blades (The Divine Cities, #2)",Fantasy,"2,016",[Robert Jackson Bennett],4.22,484 pages,?2016-01-26?,Broadway Books,"4,516","5,132","1,495",197,50
27276318,1,"59,546",It Ends with Us,Romance,"2,016",[Colleen Hoover],4.4,376 pages,?2016-08-02?,Atria Books,"105,546","50,074","17,753","4,634","2,233"
24035804,2,"44,591","Storm and Silence (Storm and Silence, #1)",Romance,"2,016",[Robert Thier],4.5,765 pages,?2016-03-19?,Robert Thier,"12,943","2,881","1,261",521,534
26236956,3,"27,445",The Obsession,Romance,"2,016",[Nora Roberts],4.2,453 pages,?2016-04-12?,Berkley,"27,093","19,625","8,042","2,006","1,125"
25293695,4,"25,473","The Beast (Black Dagger Brotherhood, #14)",Romance,"2,016",[J.R. Ward],4.46,508 pages,?2016-04-05?,NAL,"15,536","7,184","2,371",448,164
17876897,5,"19,423","One with You (Crossfire, #5)",Romance,"2,016",[Sylvia Day],4.1,464 pages,?2016-04-05?,St. Martin's Griffin,"23,633","15,712","9,080","2,890","1,249"
25657772,6,"18,617","Because of Miss Bridgerton (Rokesbys, #1)",Romance,"2,016",[Julia Quinn],3.89,375 pages,?2016-03-29?,Avon,"5,778","7,649","4,847","1,039",338
25810368,7,"17,124","Kings Rising (Captive Prince, #3)",Romance,"2,016",[C.S. Pacat],4.47,352 pages,?2016-02-02?,Berkley,"19,458","8,192","2,682",645,298
29508471,8,"13,335","Paper Princess (The Royals, #1)",Romance,"2,016",[Erin Watt],4.02,364 pages,?2016-04-04?,Everafter Romance,"32,140","23,300","12,316","4,424","3,082"
27213238,9,"10,489",The Hating Game,Romance,"2,016",[Sally  Thorne],4.17,365 pages,?2016-08-09?,William Morrow Paperbacks,"51,267","35,305","15,876","4,883","2,279"
32572872,10,"9,813","Beard Science (Winston Brothers, #3)",Romance,"2,016",[Penny Reid],4.45,386 pages,?2016-10-11?,Cipher-Naught,"12,156","6,673","1,857",235,91
28524443,11,"7,210","The Score (Off-Campus, #3)",Romance,"2,016",[Elle Kennedy],4.26,360 pages,?2016-01-11?,Createspace Independent Publishing Platform,"25,090","18,964","7,180","1,354",441
29852207,12,"6,795",The Wall of Winnipeg and Me,Romance,"2,016",[Mariana Zapata],4.33,672 pages,?2016-03-01?,Mariana Zapata,"31,390","17,217","6,607","1,670",833
27158834,13,"5,262","Born of Legend (The League, #9)",Romance,"2,016",[Sherrilyn Kenyon],4.55,726 pages,?2016-06-21?,St. Martin's Press,"3,507","1,184",368,90,43
25611416,14,"4,916","Beautiful Burn (The Maddox Brothers, #4)",Romance,"2,016",[Jamie McGuire],4.11,304 pages,?2016-01-25?,Createspace Independent Publishing Platform,"8,760","6,980","3,654",910,354
29382691,15,"4,586",Stuck-Up Suit,Romance,"2,016","[Vi Keeland, Penelope Ward]",4.13,unknown,?unknown?,None,"20,506","17,435","7,632","1,974",819
26252659,16,"4,178","Big Rock (Big Rock, #1)",Romance,"2,016",[Lauren Blakely],3.95,235 pages,?2016-01-06?,EverAfter Platinum,"9,344","10,527","6,215","1,530",515
27083865,17,"3,524",RoomHate,Romance,"2,016",[Penelope Ward],4.04,280 pages,?2016-02-03?,Createspace Independent Publishing Platform,"14,039","12,246","6,292","1,950",819
32766597,18,"1,876",Punk 57,Romance,"2,016",[Penelope Douglas],4.2,371 pages,?2016-10-18?,CreateSpace,"15,171","10,782","4,507","1,330",556
31345271,19,"1,806","Blackwing Dragon (Harper's Mountains, #5)",Romance,"2,016",[T.S. Joyce],4.55,unknown,?unknown?,None,"2,074",757,250,28,12
31154244,20,"1,704","Preppy: The Life and Death of Samuel Clearwater, Part One",Romance,"2,016",[T.M. Frazier],4.59,300 pages,?2016-10-25?,Everafter Romance,"6,876","2,343",575,123,45
18966806,1,"45,353","Morning Star (Red Rising Saga, #3)",Science Fiction,"2,016",[Pierce Brown],4.49,524 pages,?2016-02-09?,Del Rey,"67,742","32,947","9,003","1,453",413
27833670,2,"31,389",Dark Matter,Science Fiction,"2,016",[Blake Crouch],4.1,342 pages,?2016-07-26?,Crown,"83,310","88,154","37,016","8,288","2,496"
25733885,3,"17,405",Bloodline (Star Wars),Science Fiction,"2,016",[Claudia Gray],4.06,332 pages,?2016-05-03?,LucasBooks,"6,033","8,010","3,234",612,160
25859268,4,"14,139","The Long Cosmos (The Long Earth, #5)",Science Fiction,"2,016","[Terry Pratchett, Stephen Baxter]",3.88,377 pages,?2016-06-30?,Harper,"1,681","2,550","1,599",337,57
25790952,5,"13,673","A Murder in Time (Kendra Donovan, #1)",Science Fiction,"2,016",[Julie McElwain],3.75,498 pages,?2016-04-11?,Pegasus Books,"3,409","5,522","3,557",930,481
25733990,6,"13,178","Sleeping Giants (Themis Files, #1)",Science Fiction,"2,016",[Sylvain Neuvel],3.84,320 pages,?2016-04-26?,Del Rey,"15,727","28,171","15,515","3,852","1,008"
27245997,7,"11,353",The Last One,Science Fiction,"2,016",[Alexandra Oliva],3.63,304 pages,?2016-07-12?,Ballantine Books,"2,241","4,846","3,693","1,088",312
26308512,8,"8,216","Lies, Damned Lies, and History (The Chronicles of St Mary's, #7)",Science Fiction,"2,016",[Jodi Taylor],4.42,397 pages,?2016-05-19?,Accent Press,"3,170","2,179",529,44,17
23208397,9,"7,098",Underground Airlines,Science Fiction,"2,016",[Ben H. Winters],3.83,336 pages,?2016-07-05?,Mulholland Books,"4,887","9,879","5,650","1,124",234
25430566,10,"6,739",Crosstalk,Science Fiction,"2,016",[Connie Willis],3.52,498 pages,?2016-10-04?,Del Rey,"1,867","3,244","2,725","1,176",460
25814184,11,"2,905","Gentleman Jole and the Red Queen (Vorkosigan Saga, #16)",Science Fiction,"2,016",[Lois McMaster Bujold],3.81,344 pages,?2016-02-02?,Baen,"2,092","2,608","1,686",576,211
25451264,12,"2,695",Death's End (Remembrance of Earth’s Past #3),Science Fiction,"2,016","[Liu Cixin, Ken Liu]",4.44,604 pages,?2016-09-20?,TOR,"23,653","11,797","3,693",798,199
31667137,13,"1,659","Star Nomad (Fallen Empire, #1)",Science Fiction,"2,016",[Lindsay Buroker],3.99,228 pages,?2016-06-10?,Createspace Independent Publishing Platform,"1,608","2,196","1,085",207,60
26114545,14,"1,475","Too Like the Lightning (Terra Ignota, #1)",Science Fiction,"2,016",[Ada Palmer],3.82,432 pages,?2016-05-10?,Tor Books,"2,655","2,630","1,502",722,390
29475447,15,"1,391","A Closed and Common Orbit (Wayfarers, #2)",Science Fiction,"2,016",[Becky Chambers],4.33,365 pages,?2016-10-20?,Hodder & Stoughton,"14,762","11,532","3,182",548,186
25828674,16,"1,267","Written in Fire (Brilliance Saga, #3)",Science Fiction,"2,016",[Marcus Sakey],4.18,337 pages,?2016-01-12?,Thomas & Mercer,"5,005","5,335","1,891",285,77
28439513,17,"1,108","A Night Without Stars (Commonwealth Universe, #7)",Science Fiction,"2,016",[Peter F. Hamilton],4.42,704 pages,?2016-09-27?,Del Rey,"3,665","2,415",611,72,16
25329437,18,936,"Remanence (Confluence, #2)",Science Fiction,"2,016",[Jennifer Foehner Wells],4.06,490 pages,?2016-03-11?,Blue Bedlam Science Fiction,"1,278","1,591",681,137,30
27276118,19,552,"Ninefox Gambit (The Machineries of Empire, #1)",Science Fiction,"2,016",[Yoon Ha Lee],3.82,319 pages,?2016-06-14?,Solaris,"3,504","4,968","2,779",917,364
30806103,20,400,Kill Process,Science Fiction,"2,016",[William Hertling],4.08,306 pages,?2016-06-23?,Liquididea Press,600,637,261,64,26
25816688,1,"23,289",The Fireman,Horror,"2,016",[Joe Hill],3.9,752 pages,?2016-05-17?,William Morrow,"14,518","18,048","9,907","3,061","1,107"
27383717,2,"21,871","The Butterfly Garden (The Collector, #1)",Horror,"2,016",[Dot Hutchison],4.06,276 pages,?2016-06-01?,Thomas & Mercer,"43,903","39,297","18,347","5,523","2,663"
26891429,3,"20,722","The City of Mirrors (The Passage, #3)",Horror,"2,016",[Justin Cronin],4.2,602 pages,?2016-05-24?,Ballantine Books,"18,936","16,507","6,360","1,371",357
27276336,4,"17,421",Ink and Bone,Horror,"2,016",[Lisa Unger],3.75,342 pages,?2016-06-07?,Gallery Books,"2,081","4,225","2,663",660,191
23629836,5,"6,779","Over Your Dead Body (John Cleaver, #5)",Horror,"2,016",[Dan Wells],4.08,303 pages,?2016-05-03?,Tor Books,840,"1,024",466,60,18
26118005,6,"6,678",My Best Friend's Exorcism,Horror,"2,016",[Grady Hendrix],3.94,330 pages,?2016-05-17?,Quirk Books,"5,280","8,299","4,169",833,182
26030697,7,"6,147",Fellside,Horror,"2,016",[M.R. Carey],3.56,486 pages,?2016-04-05?,Orbit,"1,928","4,431","3,751","1,118",326
25142937,8,"5,881",Lovecraft Country,Horror,"2,016",[Matt Ruff],4.05,372 pages,?2016-02-16?,Harper,"4,466","5,937","2,356",527,134
25930352,9,"5,042","A Time of Torment (Charlie Parker, #14)",Horror,"2,016",[John Connolly],4.32,unknown,?unknown?,None,"2,419","1,785",501,104,49
32593030,10,"3,402",Wicked Little Words,Horror,"2,016","[Stevie J. Cole, B.T. Urruela]",4.19,unknown,?unknown?,None,448,211,108,49,28
23719481,11,"2,909",Mr. Splitfoot,Horror,"2,016",[Samantha Hunt],3.66,322 pages,?2016-01-05?,Houghton Mifflin Harcourt,"1,273","2,449","1,721",561,187
26154355,12,"2,699","The Visitor (Graveyard Queen, #4)",Horror,"2,016",[Amanda Stevens],4.04,384 pages,?2016-03-29?,Mira,"1,047","1,283",612,122,19
26883558,13,"2,554",The Ballad of Black Tom,Horror,"2,016",[Victor LaValle],3.89,149 pages,?2016-02-16?,Tor.com,"3,133","5,175","2,862",589,118
24997064,14,"1,936","The Nightmare Stacks (Laundry Files, #7)",Horror,"2,016",[Charles Stross],4.23,352 pages,?2016-06-23?,Orbit,"2,084","2,252",670,92,20
21400082,15,"1,677","Kill Switch (Joe Ledger, #8)",Horror,"2,016",[Jonathan Maberry],4.31,536 pages,?2016-04-26?,St. Martin's Griffin,"1,353","1,020",340,40,25
27276237,16,"1,203","Grunge (Monster Hunter Memoirs, #1)",Horror,"2,016","[Larry Correia, John Ringo]",4.15,307 pages,?2016-08-02?,Baen,"1,348","1,036",462,121,67
29104144,17,"1,114","Extinction End (The Extinction Cycle, #5)",Horror,"2,016",[Nicholas Sansbury Smith],4.33,unknown,?unknown?,None,"1,107",701,261,46,15
32198636,18,"1,042","24690 (24690, #1)",Horror,"2,016","[A.A. Dark, Alaska Angelini]",4.0,306 pages,?2016-07-15?,CreateSpace Independent Publishing Platform,492,311,185,72,54
28765598,19,762,The Last Days of Jack Sparks,Horror,"2,016",[Jason Arnopp],3.9,336 pages,?2016-03-03?,Orbit,"1,642","2,145","1,188",317,119
27064358,20,584,Disappearance at Devil's Rock,Horror,"2,016",[Paul Tremblay],3.59,327 pages,?2016-06-21?,William Morrow,"1,606","3,456","2,847",902,233
29405093,1,"41,080",The Girl with the Lower Back Tattoo,Humor,"2,016",[Amy Schumer],3.73,323 pages,?2016-08-16?,Gallery Books,"22,015","37,165","26,548","6,723","2,671"
29868610,2,"23,353",Scrappy Little Nobody,Humor,"2,016",[Anna Kendrick],3.89,275 pages,?2016-11-15?,Gallery Books,"18,670","29,420","17,368","3,322",800
29429875,3,"19,166",Where Am I Now?,Humor,"2,016",[Mara Wilson],3.86,259 pages,?2016-09-13?,Penguin Books,"2,956","4,309","2,703",599,184
26895155,4,"15,148","Mother, Can You Not?",Humor,"2,016",[Kate Friedman-Siegel],3.77,255 pages,?2016-04-05?,Crown Archetype,"1,162","1,477","1,166",300,122
29496435,5,"11,647",You Can't Touch My Hair: And Other Things I Still Have to Explain,Humor,"2,016","[Phoebe Robinson, Jessica  Williams]",3.84,320 pages,?2016-10-04?,Plume Books,"4,119","7,008","4,229",874,232
27276226,6,"10,521",It Gets Worse: A Collection of Essays,Humor,"2,016",[Shane Dawson],4.28,256 pages,?2016-07-19?,Atria/Keywords Press,"3,940","2,055",981,274,127
28696602,7,"8,701",I'm Judging You: The Do-Better Manual,Humor,"2,016",[Luvvie Ajayi],3.68,241 pages,?2016-09-13?,Holt Paperbacks,"2,332","3,211","2,618",932,290
30613790,8,"6,926",Dan and Phil Go Outside,Humor,"2,016","[Dan Howell, Phil Lester]",4.51,224 pages,?2016-11-03?,Random House Books for Young Readers,"2,409",655,287,79,63
28686959,9,"6,457",Based on a True Story,Humor,"2,016",[Norm Macdonald],3.94,240 pages,?2016-09-20?,Spiegel & Grau,"2,465","2,350","1,371",480,184
25817690,10,"5,794",I Want My Epidural Back: Adventures in Mediocre Parenting,Humor,"2,016",[Karen Alpert],3.71,309 pages,?2016-04-05?,William Morrow,381,460,359,123,58
26890698,11,"2,917",I'm Just a Person,Humor,"2,016",[Tig Notaro],3.9,256 pages,?2016-06-14?,Ecco,"1,979","3,397","1,872",313,88
27171845,12,"2,859",Seinfeldia: How a Show About Nothing Changed Everything,Humor,"2,016",[Jennifer Keishin Armstrong],3.67,307 pages,?2016-07-05?,Simon  Schuster,"1,174","2,763","2,311",463,60
27245977,13,"2,436",Housebroken: Admissions of an Untidy Life,Humor,"2,016",[Laurie Notaro],3.82,288 pages,?2016-07-12?,Ballantine Books,489,730,482,117,36
27170141,14,"2,333",You'll Grow Out of It,Humor,"2,016",[Jessi Klein],3.81,291 pages,?2016-07-12?,Grand Central Publishing,"4,543","7,553","4,913","1,142",293
25814361,15,"2,115",I Know What I'm Doing and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,"2,016",[Jen Kirkman],3.63,240 pages,?2016-04-12?,Simon  Schuster,337,581,532,147,39
25666058,16,"1,842",If at Birth You Don't Succeed: My Adventures with Disaster and Destiny,Humor,"2,016",[Zach Anner],4.01,338 pages,?2016-03-08?,Henry Holt and Co.,718,775,444,103,17
25817261,17,"1,427",Real Artists Have Day Jobs: (And Other Awesome Things They Don't Teach You in School),Humor,"2,016",[Sara Benincasa],3.76,272 pages,?2016-04-26?,William Morrow Paperbacks,189,329,200,64,17
25111121,18,"1,127","Navel Gazing: True Tales of Bodies, Mostly Mine (But Also My Mom's, Which I Know Sounds Weird)",Humor,"2,016",[Michael Ian Black],3.84,194 pages,?2016-01-05?,Gallery Books,396,824,481,77,19
29093310,19,"1,011",Best. State. Ever.: A Florida Man Defends His Homeland,Humor,"2,016",[Dave Barry],3.8,256 pages,?2016-09-06?,G.P. Putnam's Sons,887,"1,481","1,087",210,42
31188362,20,508,Alan Partridge: Nomad,Humor,"2,016","[Alan Partridge, Rob Gibbons, Neil Gibbons, Steve Coogan]",4.12,320 pages,?2016-10-20?,Orion,"1,538","1,740",718,114,29
26200563,1,"52,925",Hamilton: The Revolution,Nonfiction,"2,016","[Lin-Manuel Miranda, Jeremy McCarter]",4.46,285 pages,?2016-04-12?,Grand Central Publishing,"25,551","9,600","3,122",806,816
24331386,2,"15,324",The View from the Cheap Seats: Selected Nonfiction,Nonfiction,"2,016",[Neil Gaiman],3.98,522 pages,?2016-05-31?,William Morrow,"3,429","5,049","2,384",423,130
25816707,3,"11,636",Girls & Sex: Navigating the Complicated New Landscape,Nonfiction,"2,016",[Peggy Orenstein],4.07,303 pages,?2016-03-29?,Harper,"2,497","2,897","1,259",214,107
27883209,4,"9,056",Adnan's Story: The Search for Truth and Justice After Serial,Nonfiction,"2,016",[Rabia Chaudry],4.11,410 pages,?2016-08-09?,St. Martin's Press,"2,802","3,151","1,255",239,90
25852784,5,"8,242",Evicted: Poverty and Profit in the American City,Nonfiction,"2,016",[Matthew Desmond],4.47,418 pages,?2016-03-01?,Crown,"33,525","16,800","4,388",819,346
25667449,6,"7,733",The Lonely City: Adventures in the Art of Being Alone,Nonfiction,"2,016",[Olivia Laing],3.9,336 pages,?2016-03-01?,Picador,"4,298","4,529","2,698",876,372
