id,country,year,sex
30959,Puerto Rico,1995.0,male
30960,Puerto Rico,1995.0,male
30961,Puerto Rico,1996.0,female
30962,Puerto Rico,1996.0,female
30963,Puerto Rico,1996.0,female
30964,Puerto Rico,1996.0,female
30965,Puerto Rico,1996.0,female
30966,Puerto Rico,1996.0,female
30967,Puerto Rico,1996.0,male
30968,Puerto Rico,1996.0,male
30969,Puerto Rico,1996.0,male
30970,Puerto Rico,1996.0,male
30971,Puerto Rico,1996.0,male
30972,Puerto Rico,1996.0,male
30973,Puerto Rico,1997.0,female
30974,Puerto Rico,1997.0,female
30975,Puerto Rico,1997.0,female
30976,Puerto Rico,1997.0,female
30977,Puerto Rico,1997.0,female
30978,Puerto Rico,1997.0,female
30979,Puerto Rico,1997.0,male
30980,Puerto Rico,1997.0,male
30981,Puerto Rico,1997.0,male
30982,Puerto Rico,1997.0,male
30983,Puerto Rico,1997.0,male
30984,Puerto Rico,1997.0,male
30985,Puerto Rico,1998.0,female
30986,Puerto Rico,1998.0,female
30987,Puerto Rico,1998.0,female
30988,Puerto Rico,1998.0,female
30989,Puerto Rico,1998.0,female
30990,Puerto Rico,1998.0,female
30991,Puerto Rico,1998.0,male
30992,Puerto Rico,1998.0,male
30993,Puerto Rico,1998.0,male
30994,Puerto Rico,1998.0,male
30995,Puerto Rico,1998.0,male
30996,Puerto Rico,1998.0,male
30997,Puerto Rico,1999.0,female
30998,Puerto Rico,1999.0,female
30999,Puerto Rico,1999.0,female
31000,Puerto Rico,1999.0,female
31001,Puerto Rico,1999.0,female
31002,Puerto Rico,1999.0,female
31003,Puerto Rico,1999.0,male
31004,Puerto Rico,1999.0,male
31005,Puerto Rico,1999.0,male
31006,Puerto Rico,1999.0,male
31007,Puerto Rico,1999.0,male
31008,Puerto Rico,1999.0,male
31009,Puerto Rico,2000.0,female
31010,Puerto Rico,2000.0,female
31011,Puerto Rico,2000.0,female
31012,Puerto Rico,2000.0,female
31013,Puerto Rico,2000.0,female
31014,Puerto Rico,2000.0,female
31015,Puerto Rico,2000.0,male
31016,Puerto Rico,2000.0,male
31017,Puerto Rico,2000.0,male
31018,Puerto Rico,2000.0,male
31019,Puerto Rico,2000.0,male
31020,Puerto Rico,2000.0,male
31021,Puerto Rico,2001.0,female
31022,Puerto Rico,2001.0,female
31023,Puerto Rico,2001.0,female
31024,Puerto Rico,2001.0,female
31025,Puerto Rico,2001.0,female
31026,Puerto Rico,2001.0,female
31027,Puerto Rico,2001.0,male
31028,Puerto Rico,2001.0,male
31029,Puerto Rico,2001.0,male
31030,Puerto Rico,2001.0,male
31031,Puerto Rico,2001.0,male
31032,Puerto Rico,2001.0,male
31033,Puerto Rico,2002.0,female
31034,Puerto Rico,2002.0,female
31035,Puerto Rico,2002.0,female
31036,Puerto Rico,2002.0,female
31037,Puerto Rico,2002.0,female
31038,Puerto Rico,2002.0,female
31039,Puerto Rico,2002.0,male
31040,Puerto Rico,2002.0,male
31041,Puerto Rico,2002.0,male
31042,Puerto Rico,2002.0,male
31043,Puerto Rico,2002.0,male
31044,Puerto Rico,2002.0,male
31045,Puerto Rico,2003.0,female
31046,Puerto Rico,2003.0,female
31047,Puerto Rico,2003.0,female
31048,Puerto Rico,2003.0,female
31049,Puerto Rico,2003.0,female
31050,Puerto Rico,2003.0,female
31051,Puerto Rico,2003.0,male
31052,Puerto Rico,2003.0,male
31053,Puerto Rico,2003.0,male
31054,Puerto Rico,2003.0,male
31055,Puerto Rico,2003.0,male
31056,Puerto Rico,2003.0,male
31057,Puerto Rico,2004.0,female
31058,Puerto Rico,2004.0,female
31059,Puerto Rico,2004.0,female
31060,Puerto Rico,2004.0,female
31061,Puerto Rico,2004.0,female
31062,Puerto Rico,2004.0,female
31063,Puerto Rico,2004.0,male
31064,Puerto Rico,2004.0,male
31065,Puerto Rico,2004.0,male
31066,Puerto Rico,2004.0,male
31067,Puerto Rico,2004.0,male
31068,Puerto Rico,2004.0,male
31069,Puerto Rico,2005.0,female
31070,Puerto Rico,2005.0,female
31071,Puerto Rico,2005.0,female
31072,Puerto Rico,2005.0,female
31073,Puerto Rico,2005.0,female
31074,Puerto Rico,2005.0,female
31075,Puerto Rico,2005.0,male
31076,Puerto Rico,2005.0,male
31077,Puerto Rico,2005.0,male
31078,Puerto Rico,2005.0,male
31079,Puerto Rico,2005.0,male
31080,Puerto Rico,2005.0,male
31081,Puerto Rico,2006.0,female
31082,Puerto Rico,2006.0,female
31083,Puerto Rico,2006.0,female
31084,Puerto Rico,2006.0,female
31085,Puerto Rico,2006.0,female
31086,Puerto Rico,2006.0,female
31087,Puerto Rico,2006.0,male
31088,Puerto Rico,2006.0,male
31089,Puerto Rico,2006.0,male
31090,Puerto Rico,2006.0,male
31091,Puerto Rico,2006.0,male
31092,Puerto Rico,2006.0,male
31093,Puerto Rico,2007.0,female
31094,Puerto Rico,2007.0,female
31095,Puerto Rico,2007.0,female
31096,Puerto Rico,2007.0,female
31097,Puerto Rico,2007.0,female
31098,Puerto Rico,2007.0,female
31099,Puerto Rico,2007.0,male
31100,Puerto Rico,2007.0,male
31101,Puerto Rico,2007.0,male
31102,Puerto Rico,2007.0,male
31103,Puerto Rico,2007.0,male
31104,Puerto Rico,2007.0,male
31105,Puerto Rico,2008.0,female
31106,Puerto Rico,2008.0,female
31107,Puerto Rico,2008.0,female
31108,Puerto Rico,2008.0,female
31109,Puerto Rico,2008.0,female
31110,Puerto Rico,2008.0,female
31111,Puerto Rico,2008.0,male
31112,Puerto Rico,2008.0,male
31113,Puerto Rico,2008.0,male
31114,Puerto Rico,2008.0,male
31115,Puerto Rico,2008.0,male
31116,Puerto Rico,2008.0,male
31117,Puerto Rico,2009.0,female
31118,Puerto Rico,2009.0,female
31119,Puerto Rico,2009.0,female
31120,Puerto Rico,2009.0,female
31121,Puerto Rico,2009.0,female
31122,Puerto Rico,2009.0,female
31123,Puerto Rico,2009.0,male
31124,Puerto Rico,2009.0,male
31125,Puerto Rico,2009.0,male
31126,Puerto Rico,2009.0,male
31127,Puerto Rico,2009.0,male
31128,Puerto Rico,2009.0,male
31129,Puerto Rico,2010.0,female
31130,Puerto Rico,2010.0,female
31131,Puerto Rico,2010.0,female
31132,Puerto Rico,2010.0,female
31133,Puerto Rico,2010.0,female
31134,Puerto Rico,2010.0,female
31135,Puerto Rico,2010.0,male
31136,Puerto Rico,2010.0,male
31137,Puerto Rico,2010.0,male
31138,Puerto Rico,2010.0,male
31139,Puerto Rico,2010.0,male
31140,Puerto Rico,2010.0,male
31141,Puerto Rico,2011.0,female
31142,Puerto Rico,2011.0,female
31143,Puerto Rico,2011.0,female
31144,Puerto Rico,2011.0,female
31145,Puerto Rico,2011.0,female
31146,Puerto Rico,2011.0,female
31147,Puerto Rico,2011.0,male
31148,Puerto Rico,2011.0,male
31149,Puerto Rico,2011.0,male
31150,Puerto Rico,2011.0,male
31151,Puerto Rico,2011.0,male
31152,Puerto Rico,2011.0,male
31153,Puerto Rico,2012.0,female
31154,Puerto Rico,2012.0,female
31155,Puerto Rico,2012.0,female
31156,Puerto Rico,2012.0,female
31157,Puerto Rico,2012.0,female
31158,Puerto Rico,2012.0,female
31159,Puerto Rico,2012.0,male
31160,Puerto Rico,2012.0,male
31161,Puerto Rico,2012.0,male
31162,Puerto Rico,2012.0,male
31163,Puerto Rico,2012.0,male
31164,Puerto Rico,2012.0,male
31165,Puerto Rico,2013.0,female
31166,Puerto Rico,2013.0,female
31167,Puerto Rico,2013.0,female
31168,Puerto Rico,2013.0,female
31169,Puerto Rico,2013.0,female
31170,Puerto Rico,2013.0,female
31171,Puerto Rico,2013.0,male
31172,Puerto Rico,2013.0,male
31173,Puerto Rico,2013.0,male
31174,Puerto Rico,2013.0,male
31175,Puerto Rico,2013.0,male
31176,Puerto Rico,2013.0,male
31177,Puerto Rico,2014.0,female
31178,Puerto Rico,2014.0,female
31179,Puerto Rico,2014.0,female
31180,Puerto Rico,2014.0,female
31181,Puerto Rico,2014.0,female
31182,Puerto Rico,2014.0,female
31183,Puerto Rico,2014.0,male
31184,Puerto Rico,2014.0,male
31185,Puerto Rico,2014.0,male
31186,Puerto Rico,2014.0,male
31187,Puerto Rico,2014.0,male
31188,Puerto Rico,2014.0,male
31189,Puerto Rico,2015.0,female
31190,Puerto Rico,2015.0,female
31191,Puerto Rico,2015.0,female
31192,Puerto Rico,2015.0,female
31193,Puerto Rico,2015.0,female
31194,Puerto Rico,2015.0,female
31195,Puerto Rico,2015.0,male
31196,Puerto Rico,2015.0,male
31197,Puerto Rico,2015.0,male
31198,Puerto Rico,2015.0,male
31199,Puerto Rico,2015.0,male
31200,Puerto Rico,2015.0,male
31201,Qatar,1995.0,female
31202,Qatar,1995.0,female
31203,Qatar,1995.0,female
31204,Qatar,1995.0,female
31205,Qatar,1995.0,female
31206,Qatar,1995.0,female
31207,Qatar,1995.0,male
31208,Qatar,1995.0,male
31209,Qatar,1995.0,male
31210,Qatar,1995.0,male
31211,Qatar,1995.0,male
31212,Qatar,1995.0,male
31213,Qatar,2001.0,female
31214,Qatar,2001.0,female
31215,Qatar,2001.0,female
31216,Qatar,2001.0,female
31217,Qatar,2001.0,female
31218,Qatar,2001.0,female
31219,Qatar,2001.0,male
31220,Qatar,2001.0,male
31221,Qatar,2001.0,male
31222,Qatar,2001.0,male
31223,Qatar,2001.0,male
31224,Qatar,2001.0,male
31225,Qatar,2004.0,female
31226,Qatar,2004.0,female
31227,Qatar,2004.0,female
31228,Qatar,2004.0,female
31229,Qatar,2004.0,female
31230,Qatar,2004.0,female
31231,Qatar,2004.0,male
31232,Qatar,2004.0,male
31233,Qatar,2004.0,male
31234,Qatar,2004.0,male
31235,Qatar,2004.0,male
31236,Qatar,2004.0,male
31237,,,
31238,Qatar,2005.0,female
31239,Qatar,2005.0,female
31240,Qatar,2005.0,female
31241,Qatar,2005.0,female
31242,Qatar,2005.0,female
31243,Qatar,2005.0,female
31244,Qatar,2005.0,male
31245,Qatar,2005.0,male
31246,Qatar,2005.0,male
31247,Qatar,2005.0,male
31248,Qatar,2005.0,male
31249,Qatar,2005.0,male
31250,Qatar,2006.0,female
31251,Qatar,2006.0,female
31252,Qatar,2006.0,female
31253,Qatar,2006.0,female
31254,Qatar,2006.0,female
31255,Qatar,2006.0,female
31256,Qatar,2006.0,male
31257,Qatar,2006.0,male
31258,Qatar,2006.0,male
31259,Qatar,2006.0,male
31260,Qatar,2006.0,male
31261,Qatar,2006.0,male
31262,Qatar,2007.0,female
31263,Qatar,2007.0,female
31264,Qatar,2007.0,female
31265,Qatar,2007.0,female
31266,Qatar,2007.0,female
31267,Qatar,2007.0,female
31268,Qatar,2007.0,male
31269,Qatar,2007.0,male
31270,Qatar,2007.0,male
31271,Qatar,2007.0,male
31272,Qatar,2007.0,male
31273,Qatar,2007.0,male
31274,Qatar,2008.0,female
31275,Qatar,2008.0,female
31276,Qatar,2008.0,female
31277,Qatar,2008.0,female
31278,Qatar,2008.0,female
31279,Qatar,2008.0,female
31280,Qatar,2008.0,male
31281,Qatar,2008.0,male
31282,Qatar,2008.0,male
31283,Qatar,2008.0,male
31284,Qatar,2008.0,male
31285,Qatar,2008.0,male
31286,Qatar,2008.0,male
31287,Qatar,2009.0,female
31288,Qatar,2009.0,female
31289,Qatar,2009.0,female
31290,Qatar,2009.0,female
31291,Qatar,2009.0,female
31292,Qatar,2009.0,female
31293,Qatar,2009.0,male
31294,Qatar,2009.0,male
31295,Qatar,2009.0,male
31296,Qatar,2009.0,male
31297,Qatar,2009.0,male
31298,Qatar,2009.0,male
31299,Qatar,2010.0,female
31300,Qatar,2010.0,female
31301,Qatar,2010.0,female
31302,Qatar,2010.0,female
31303,Qatar,2010.0,female
31304,Qatar,2010.0,female
31305,Qatar,2010.0,male
31306,Qatar,2010.0,male
31307,Qatar,2010.0,male
31308,Qatar,2010.0,male
31309,Qatar,2010.0,male
31310,Qatar,2010.0,male
31311,Qatar,2011.0,female
31312,Qatar,2011.0,female
31313,Qatar,2011.0,female
31314,Qatar,2011.0,female
31315,Qatar,2011.0,female
31316,Qatar,2011.0,female
31317,Qatar,2011.0,male
31318,Qatar,2011.0,male
31319,Qatar,2011.0,male
31320,Qatar,2011.0,male
31321,Qatar,2011.0,male
31322,Qatar,2011.0,male
31323,Qatar,2012.0,female
31324,Qatar,2012.0,female
31325,Qatar,2012.0,female
31326,Qatar,2012.0,female
31327,Qatar,2012.0,female
31328,Qatar,2012.0,female
31329,Qatar,2012.0,male
31330,Qatar,2012.0,male
31331,Qatar,2012.0,male
31332,Qatar,2012.0,male
31333,Qatar,2012.0,male
31334,Qatar,2012.0,male
31335,Qatar,2013.0,female
31336,Qatar,2013.0,female
31337,Qatar,2013.0,female
31338,Qatar,2013.0,female
31339,Qatar,2013.0,female
31340,Qatar,2013.0,female
31341,Qatar,2013.0,male
31342,Qatar,2013.0,male
31343,Qatar,2013.0,male
31344,Qatar,2013.0,male
31345,Qatar,2013.0,male
31346,Qatar,2013.0,male
31347,Qatar,2014.0,female
31348,Qatar,2014.0,female
31349,Qatar,2014.0,female
31350,Qatar,2014.0,female
31351,Qatar,2014.0,female
31352,Qatar,2014.0,female
31353,Qatar,2014.0,male
31354,Qatar,2014.0,male
31355,Qatar,2014.0,male
31356,Qatar,2014.0,male
31357,Qatar,2014.0,male
31358,Qatar,2014.0,male
31359,Qatar,2015.0,female
31360,Qatar,2015.0,female
31361,Qatar,2015.0,female
31362,Qatar,2015.0,female
31363,Qatar,2015.0,female
31364,Qatar,2015.0,female
31365,Qatar,2015.0,male
31366,Qatar,2015.0,male
31367,Qatar,2015.0,male
31368,Qatar,2015.0,male
31369,Qatar,2015.0,male
31370,Qatar,2015.0,male
31371,Qatar,2016.0,female
31372,Qatar,2016.0,female
31373,Qatar,2016.0,female
31374,Qatar,2016.0,female
31375,Qatar,2016.0,female
31376,Qatar,2016.0,female
31377,Qatar,2016.0,male
31378,Qatar,2016.0,male
31379,Qatar,2016.0,male
31380,Qatar,2016.0,male
31381,Qatar,2016.0,male
31382,Qatar,2016.0,male
31383,Republic of Korea,1985.0,female
31384,Republic of Korea,1985.0,female
31385,Republic of Korea,1985.0,female
31386,Republic of Korea,1985.0,female
31387,Republic of Korea,1985.0,female
31388,Republic of Korea,1985.0,female
31389,Republic of Korea,1985.0,male
31390,Republic of Korea,1985.0,male
31391,Republic of Korea,1985.0,male
31392,Republic of Korea,1985.0,male
31393,Republic of Korea,1985.0,male
31394,Republic of Korea,1985.0,male
31395,Republic of Korea,1986.0,female
31396,Republic of Korea,1986.0,female
31397,Republic of Korea,1986.0,female
31398,Republic of Korea,1986.0,female
31399,Republic of Korea,1986.0,female
31400,Republic of Korea,1986.0,female
31401,Republic of Korea,1986.0,male
31402,Republic of Korea,1986.0,male
31403,Republic of Korea,1986.0,male
31404,Republic of Korea,1986.0,male
31405,Republic of Korea,1986.0,male
31406,Republic of Korea,1986.0,male
31407,Republic of Korea,1987.0,female
31408,Republic of Korea,1987.0,female
31409,Republic of Korea,1987.0,female
31410,Republic of Korea,1987.0,female
31411,Republic of Korea,1987.0,female
31412,Republic of Korea,1987.0,female
31413,Republic of Korea,1987.0,male
31414,Republic of Korea,1987.0,male
31415,Republic of Korea,1987.0,male
31416,Republic of Korea,1987.0,male
31417,Republic of Korea,1987.0,male
31418,Republic of Korea,1987.0,male
31419,Republic of Korea,1988.0,female
31420,Republic of Korea,1988.0,female
31421,Republic of Korea,1988.0,female
31422,Republic of Korea,1988.0,female
31423,Republic of Korea,1988.0,female
31424,Republic of Korea,1988.0,female
31425,Republic of Korea,1988.0,male
31426,Republic of Korea,1988.0,male
31427,Republic of Korea,1988.0,male
31428,Republic of Korea,1988.0,male
31429,Republic of Korea,1988.0,male
31430,Republic of Korea,1988.0,male
31431,Republic of Korea,1989.0,female
31432,Republic of Korea,1989.0,female
31433,Republic of Korea,1989.0,female
31434,Republic of Korea,1989.0,female
31435,Republic of Korea,1989.0,female
31436,Republic of Korea,1989.0,female
31437,Republic of Korea,1989.0,male
31438,Republic of Korea,1989.0,male
31439,Republic of Korea,1989.0,male
31440,Republic of Korea,1989.0,male
31441,Republic of Korea,1989.0,male
31442,Republic of Korea,1989.0,male
31443,Republic of Korea,1990.0,female
31444,Republic of Korea,1990.0,female
31445,Republic of Korea,1990.0,female
31446,Republic of Korea,1990.0,female
31447,Republic of Korea,1990.0,female
31448,Republic of Korea,1990.0,female
31449,Republic of Korea,1990.0,male
31450,Republic of Korea,1990.0,male
31451,Republic of Korea,1990.0,male
31452,Republic of Korea,1990.0,male
31453,Republic of Korea,1990.0,male
31454,Republic of Korea,1990.0,male
31455,Republic of Korea,1991.0,female
31456,Republic of Korea,1991.0,female
31457,Republic of Korea,1991.0,female
31458,Republic of Korea,1991.0,female
31459,Republic of Korea,1991.0,female
31460,Republic of Korea,1991.0,female
31461,Republic of Korea,1991.0,male
31462,Republic of Korea,1991.0,male
31463,Republic of Korea,1991.0,male
31464,Republic of Korea,1991.0,male
31465,Republic of Korea,1991.0,male
31466,Republic of Korea,1991.0,male
31467,Republic of Korea,1992.0,female
31468,Republic of Korea,1992.0,female
31469,Republic of Korea,1992.0,female
31470,Republic of Korea,1992.0,female
31471,Republic of Korea,1992.0,female
31472,Republic of Korea,1992.0,female
31473,Republic of Korea,1992.0,male
31474,Republic of Korea,1992.0,male
31475,Republic of Korea,1992.0,male
31476,Republic of Korea,1992.0,male
31477,Republic of Korea,1992.0,male
31478,Republic of Korea,1992.0,male
31479,Republic of Korea,1993.0,female
31480,Republic of Korea,1993.0,female
31481,Republic of Korea,1993.0,female
31482,Republic of Korea,1993.0,female
31483,Republic of Korea,1993.0,female
31484,Republic of Korea,1993.0,female
31485,Republic of Korea,1993.0,male
31486,Republic of Korea,1993.0,male
31487,Republic of Korea,1993.0,male
31488,Republic of Korea,1993.0,male
31489,Republic of Korea,1993.0,male
31490,Republic of Korea,1993.0,male
31491,Republic of Korea,1994.0,female
31492,Republic of Korea,1994.0,female
31493,Republic of Korea,1994.0,female
31494,Republic of Korea,1994.0,female
31495,Republic of Korea,1994.0,female
31496,Republic of Korea,1994.0,female
31497,Republic of Korea,1994.0,male
31498,Republic of Korea,1994.0,male
31499,Republic of Korea,1994.0,male
31500,Republic of Korea,1994.0,male
31501,Republic of Korea,1994.0,male
31502,Republic of Korea,1994.0,male
31503,Republic of Korea,1995.0,female
31504,Republic of Korea,1995.0,female
31505,Republic of Korea,1995.0,female
31506,Republic of Korea,1995.0,female
31507,Republic of Korea,1995.0,female
31508,Republic of Korea,1995.0,female
31509,Republic of Korea,1995.0,male
31510,Republic of Korea,1995.0,male
31511,Republic of Korea,1995.0,male
31512,Republic of Korea,1995.0,male
31513,Republic of Korea,1995.0,male
