id,age,suicides_no,population
21005,75+ years,1674.0,5041000.0
21006,15-24 years,1011.0,8911000.0
21007,25-34 years,1813.0,8830000.0
21008,35-54 years,5984.0,17698000.0
21009,5-14 years,34.0,6818000.0
21010,55-74 years,5435.0,13212000.0
21011,75+ years,1429.0,2717000.0
21012,15-24 years,612.0,8231000.0
21013,25-34 years,1050.0,8787000.0
21014,35-54 years,2385.0,17467000.0
21015,5-14 years,28.0,6337000.0
21016,55-74 years,3292.0,14950000.0
21017,75+ years,2013.0,5285000.0
21018,15-24 years,1453.0,8649000.0
21019,25-34 years,2462.0,9051000.0
21020,35-54 years,8384.0,17557000.0
21021,5-14 years,66.0,6655000.0
21022,55-74 years,7981.0,13546000.0
21023,75+ years,1732.0,2823000.0
21024,15-24 years,581.0,7974000.0
21025,25-34 years,1036.0,8959000.0
21026,35-54 years,2313.0,17316000.0
21027,5-14 years,29.0,6193000.0
21028,55-74 years,3146.0,15244000.0
21029,75+ years,1881.0,5516000.0
21030,15-24 years,1385.0,8383000.0
21031,25-34 years,2595.0,9242000.0
21032,35-54 years,8340.0,17403000.0
21033,5-14 years,44.0,6505000.0
21034,55-74 years,7971.0,13851000.0
21035,75+ years,1794.0,2954000.0
21036,15-24 years,531.0,7669997.0
21037,25-34 years,1027.0,8975013.0
21038,35-54 years,2172.0,17380248.0
21039,5-14 years,16.0,6090721.0
21040,55-74 years,3032.0,15357610.0
21041,75+ years,1796.0,5792695.0
21042,15-24 years,1273.0,8063415.0
21043,25-34 years,2454.0,9260089.0
21044,35-54 years,8023.0,17540437.0
21045,5-14 years,58.0,6401260.0
21046,55-74 years,7988.0,14034032.0
21047,75+ years,1619.0,3187143.0
21048,15-24 years,522.0,7460000.0
21049,25-34 years,1013.0,9178000.0
21050,35-54 years,2148.0,17363000.0
21051,5-14 years,22.0,5990000.0
21052,55-74 years,2870.0,15379000.0
21053,75+ years,1689.0,6095000.0
21054,15-24 years,1146.0,7856000.0
21055,25-34 years,2388.0,9466000.0
21056,35-54 years,7913.0,17516000.0
21057,5-14 years,39.0,6295000.0
21058,55-74 years,7690.0,14064000.0
21059,75+ years,1692.0,3404000.0
21060,15-24 years,461.0,7274000.0
21061,25-34 years,1005.0,9124000.0
21062,35-54 years,2187.0,17125000.0
21063,5-14 years,12.0,5917000.0
21064,55-74 years,2919.0,15754000.0
21065,75+ years,1664.0,6387000.0
21066,15-24 years,1131.0,7671000.0
21067,25-34 years,2444.0,9406000.0
21068,35-54 years,8202.0,17249000.0
21069,5-14 years,25.0,6215000.0
21070,55-74 years,7956.0,14446000.0
21071,75+ years,1709.0,3621000.0
21072,15-24 years,556.0,7089000.0
21073,25-34 years,1132.0,9059000.0
21074,35-54 years,2227.0,16840000.0
21075,5-14 years,33.0,5858000.0
21076,55-74 years,3100.0,16200000.0
21077,75+ years,1643.0,6676000.0
21078,15-24 years,1158.0,7483000.0
21079,25-34 years,2910.0,9349000.0
21080,35-54 years,8948.0,16966000.0
21081,5-14 years,32.0,6151000.0
21082,55-74 years,8409.0,14889000.0
21083,75+ years,1733.0,3835000.0
21084,15-24 years,579.0,6905000.0
21085,25-34 years,1088.0,8932000.0
21086,35-54 years,2045.0,16564000.0
21087,5-14 years,22.0,5807000.0
21088,55-74 years,2941.0,16631000.0
21089,75+ years,1595.0,6977000.0
21090,15-24 years,1233.0,7289000.0
21091,25-34 years,2677.0,9241000.0
21092,35-54 years,8056.0,16685000.0
21093,5-14 years,27.0,6097000.0
21094,55-74 years,7895.0,15316000.0
21095,75+ years,1876.0,4056000.0
21096,15-24 years,643.0,6672938.0
21097,25-34 years,1140.0,8705334.0
21098,35-54 years,2114.0,16388567.0
21099,5-14 years,16.0,5794794.0
21100,55-74 years,2786.0,17011318.0
21101,75+ years,1600.0,7307828.0
21102,15-24 years,1243.0,7043709.0
21103,25-34 years,2862.0,8984855.0
21104,35-54 years,8073.0,16566953.0
21105,5-14 years,29.0,6095375.0
21106,55-74 years,8005.0,15797130.0
21107,75+ years,1858.0,4288706.0
21108,15-24 years,635.0,6548000.0
21109,25-34 years,1133.0,8473000.0
21110,35-54 years,2193.0,16320000.0
21111,5-14 years,20.0,5767000.0
21112,55-74 years,2866.0,17213000.0
21113,75+ years,1639.0,7608000.0
21114,15-24 years,1257.0,6916000.0
21115,25-34 years,2667.0,8758000.0
21116,35-54 years,7436.0,16519000.0
21117,5-14 years,57.0,6066000.0
21118,55-74 years,7921.0,16002000.0
21119,75+ years,1945.0,4512000.0
21120,15-24 years,596.0,6430000.0
21121,25-34 years,1084.0,8212000.0
21122,35-54 years,2303.0,16325000.0
21123,5-14 years,16.0,5732000.0
21124,55-74 years,3108.0,17338000.0
21125,75+ years,1691.0,7913000.0
21126,15-24 years,1252.0,6795000.0
21127,25-34 years,2596.0,8501000.0
21128,35-54 years,7599.0,16557000.0
21129,5-14 years,31.0,6027000.0
21130,55-74 years,8184.0,16130000.0
21131,75+ years,2205.0,4744000.0
21132,15-24 years,652.0,6293000.0
21133,25-34 years,1203.0,7933000.0
21134,35-54 years,2237.0,16400000.0
21135,5-14 years,18.0,5689000.0
21136,55-74 years,2885.0,17395000.0
21137,75+ years,1673.0,8207000.0
21138,15-24 years,1343.0,6650000.0
21139,25-34 years,2651.0,8234000.0
21140,35-54 years,7344.0,16657000.0
21141,5-14 years,41.0,5982000.0
21142,55-74 years,7894.0,16197000.0
21143,75+ years,2132.0,4965000.0
21144,15-24 years,605.0,6163000.0
21145,25-34 years,1085.0,7679000.0
21146,35-54 years,2328.0,16517000.0
21147,5-14 years,21.0,5627000.0
21148,55-74 years,2820.0,17413000.0
21149,75+ years,1649.0,8488000.0
21150,15-24 years,1326.0,6514000.0
21151,25-34 years,2657.0,7987000.0
21152,35-54 years,7799.0,16796000.0
21153,5-14 years,34.0,5914000.0
21154,55-74 years,7983.0,16224000.0
21155,75+ years,2216.0,5174000.0
21156,15-24 years,508.0,6008624.0
21157,25-34 years,1008.0,7545642.0
21158,35-54 years,2404.0,16781836.0
21159,5-14 years,21.0,5578687.0
21160,55-74 years,2879.0,17525806.0
21161,75+ years,1686.0,8804107.0
21162,15-24 years,1315.0,6324856.0
21163,25-34 years,2543.0,7822984.0
21164,35-54 years,7351.0,17131261.0
21165,5-14 years,42.0,5855595.0
21166,55-74 years,7466.0,16402437.0
21167,75+ years,2188.0,5345432.0
21168,15-24 years,616.0,5931000.0
21169,25-34 years,1112.0,7314000.0
21170,35-54 years,2598.0,16861000.0
21171,5-14 years,22.0,5519000.0
21172,55-74 years,2883.0,17447000.0
21173,75+ years,1754.0,9092000.0
21174,15-24 years,1304.0,6246000.0
21175,25-34 years,2404.0,7588000.0
21176,35-54 years,6975.0,17224000.0
21177,5-14 years,52.0,5792000.0
21178,55-74 years,6858.0,16343000.0
21179,75+ years,2188.0,5570000.0
21180,15-24 years,495.0,5873000.0
21181,25-34 years,931.0,7110000.0
21182,35-54 years,2242.0,16937000.0
21183,5-14 years,20.0,5458000.0
21184,55-74 years,2636.0,17342000.0
21185,75+ years,1612.0,9362000.0
21186,15-24 years,1294.0,6185000.0
21187,25-34 years,2244.0,7384000.0
21188,35-54 years,6413.0,17318000.0
21189,5-14 years,55.0,5729000.0
21190,55-74 years,6134.0,16254000.0
21191,75+ years,2262.0,5783000.0
21192,15-24 years,467.0,5834000.0
21193,25-34 years,850.0,6913000.0
21194,35-54 years,2242.0,16974000.0
21195,5-14 years,34.0,5398000.0
21196,55-74 years,2604.0,17279000.0
21197,75+ years,1713.0,9588000.0
21198,15-24 years,1242.0,6143000.0
21199,25-34 years,2178.0,7186000.0
21200,35-54 years,6333.0,17367000.0
21201,5-14 years,58.0,5666000.0
21202,55-74 years,5908.0,16202000.0
21203,75+ years,2362.0,5964000.0
21204,15-24 years,432.0,5803000.0
21205,25-34 years,814.0,6734000.0
21206,35-54 years,2158.0,16959000.0
21207,5-14 years,34.0,5334000.0
21208,55-74 years,2512.0,17288000.0
21209,75+ years,1587.0,9761000.0
21210,15-24 years,1180.0,6110000.0
21211,25-34 years,2131.0,7007000.0
21212,35-54 years,5710.0,17365000.0
21213,5-14 years,68.0,5596000.0
21214,55-74 years,5477.0,16213000.0
21215,75+ years,2254.0,6104000.0
21216,15-24 years,408.0,5772938.0
21217,25-34 years,685.0,6614211.0
21218,35-54 years,2024.0,16991218.0
21219,5-14 years,28.0,5287719.0
21220,55-74 years,2292.0,17232482.0
21221,75+ years,1509.0,9983066.0
21222,15-24 years,1091.0,6088330.0
21223,25-34 years,1948.0,6862886.0
21224,35-54 years,5507.0,17461022.0
21225,5-14 years,62.0,5553851.0
21226,55-74 years,5241.0,16239222.0
21227,75+ years,2297.0,6289365.0
21228,15-24 years,0.0,
21229,25-34 years,0.0,
21230,35-54 years,0.0,
21231,5-14 years,1.0,
21232,55-74 years,0.0,
21233,75+ years,0.0,
21234,15-24 years,0.0,
21235,25-34 years,2.0,
21236,35-54 years,1.0,
21237,5-14 years,0.0,
21238,55-74 years,0.0,
21239,75+ years,1.0,
21240,15-24 years,0.0,
21241,25-34 years,0.0,
21242,35-54 years,0.0,
21243,5-14 years,1.0,
21244,55-74 years,0.0,
21245,75+ years,0.0,
21246,15-24 years,4.0,
21247,25-34 years,5.0,
21248,35-54 years,1.0,
21249,5-14 years,1.0,
21250,55-74 years,2.0,
21251,75+ years,0.0,
21252,15-24 years,1.0,
21253,25-34 years,0.0,
21254,35-54 years,1.0,
21255,5-14 years,0.0,
21256,55-74 years,0.0,
21257,75+ years,0.0,
21258,15-24 years,5.0,
21259,25-34 years,4.0,
21260,35-54 years,6.0,
21261,5-14 years,0.0,
21262,55-74 years,1.0,
21263,75+ years,0.0,
21264,15-24 years,0.0,
21265,25-34 years,1.0,
21266,35-54 years,2.0,
21267,5-14 years,0.0,
21268,55-74 years,0.0,
21269,75+ years,0.0,
21270,15-24 years,7.0,
21271,25-34 years,2.0,
21272,35-54 years,5.0,
21273,5-14 years,1.0,
21274,55-74 years,1.0,
21275,75+ years,0.0,
21276,15-24 years,4.0,
21277,25-34 years,1.0,
21278,35-54 years,3.0,
21279,5-14 years,0.0,
21280,55-74 years,0.0,
21281,75+ years,0.0,
21282,15-24 years,9.0,
21283,25-34 years,4.0,
21284,35-54 years,5.0,
21285,35-54 years,5.0,
21286,5-14 years,3.0,
21287,55-74 years,2.0,
21288,75+ years,0.0,
21289,15-24 years,115.0,1517700.0
21290,25-34 years,114.0,1179300.0
21291,35-54 years,254.0,1578400.0
21292,5-14 years,8.0,1550400.0
21293,55-74 years,212.0,915900.0
21294,75+ years,64.0,230900.0
21295,15-24 years,403.0,1555000.0
21296,25-34 years,686.0,1172500.0
21297,35-54 years,1138.0,1474300.0
21298,5-14 years,16.0,1590900.0
21299,55-74 years,313.0,500900.0
21300,75+ years,66.0,96300.0
21301,15-24 years,88.0,1526100.0
21302,25-34 years,103.0,1218000.0
21303,35-54 years,279.0,1569600.0
21304,5-14 years,4.0,1561600.0
21305,55-74 years,163.0,942700.0
21306,75+ years,67.0,236600.0
21307,15-24 years,402.0,1554200.0
21308,25-34 years,680.0,1209400.0
21309,35-54 years,1138.0,1472300.0
21310,5-14 years,28.0,1604200.0
21311,55-74 years,355.0,526300.0
21312,75+ years,63.0,97800.0
21313,15-24 years,,1507000.0
21314,25-34 years,,1273600.0
21315,35-54 years,,1574800.0
21316,5-14 years,,1581600.0
21317,55-74 years,,987200.0
21318,75+ years,,243900.0
21319,15-24 years,,1535300.0
21320,25-34 years,,1263900.0
21321,35-54 years,,1481500.0
21322,5-14 years,,1623900.0
21323,55-74 years,,573900.0
21324,75+ years,,97900.0
21325,15-24 years,112.0,1467100.0
21326,25-34 years,108.0,1331900.0
21327,35-54 years,244.0,1596100.0
21328,5-14 years,7.0,1599200.0
21329,55-74 years,211.0,1026200.0
21330,75+ years,86.0,253800.0
21331,15-24 years,419.0,1503900.0
21332,25-34 years,726.0,1323900.0
21333,35-54 years,1071.0,1501200.0
21334,5-14 years,33.0,1638300.0
21335,55-74 years,425.0,621300.0
21336,75+ years,86.0,98300.0
21337,15-24 years,72.0,1433900.0
21338,25-34 years,90.0,1371400.0
21339,35-54 years,195.0,1633300.0
21340,5-14 years,9.0,1608100.0
21341,55-74 years,221.0,1036300.0
21342,75+ years,83.0,260300.0
21343,15-24 years,333.0,1479200.0
21344,25-34 years,515.0,1365700.0
21345,35-54 years,722.0,1533600.0
21346,5-14 years,38.0,1643700.0
21347,55-74 years,324.0,643500.0
21348,75+ years,63.0,98400.0
21349,15-24 years,107.0,1404400.0
21350,25-34 years,96.0,1408300.0
21351,35-54 years,172.0,1679700.0
21352,5-14 years,8.0,1617200.0
21353,55-74 years,199.0,1040500.0
21354,75+ years,93.0,267900.0
21355,15-24 years,311.0,1456300.0
21356,25-34 years,490.0,1405400.0
21357,35-54 years,718.0,1576900.0
21358,5-14 years,45.0,1652900.0
21359,55-74 years,331.0,660700.0
21360,75+ years,78.0,99000.0
21361,15-24 years,111.0,1378800.0
21362,25-34 years,88.0,1439800.0
21363,35-54 years,202.0,1730000.0
21364,5-14 years,7.0,1629200.0
21365,55-74 years,194.0,1042000.0
21366,75+ years,89.0,272700.0
21367,15-24 years,334.0,1437000.0
21368,25-34 years,521.0,1439200.0
21369,35-54 years,729.0,1625500.0
21370,5-14 years,65.0,1665700.0
21371,55-74 years,355.0,673000.0
21372,75+ years,85.0,99600.0
21373,15-24 years,132.0,1357800.0
21374,25-34 years,98.0,1456000.0
21375,35-54 years,206.0,1790100.0
21376,5-14 years,13.0,1645500.0
21377,55-74 years,215.0,1043900.0
21378,75+ years,101.0,280100.0
21379,15-24 years,377.0,1426800.0
21380,25-34 years,614.0,1457500.0
21381,35-54 years,940.0,1682200.0
21382,5-14 years,56.0,1681900.0
21383,55-74 years,378.0,684100.0
21384,75+ years,95.0,100800.0
21385,15-24 years,170.0,1338900.0
21386,25-34 years,104.0,1453700.0
21387,35-54 years,225.0,1845400.0
21388,5-14 years,7.0,1661900.0
21389,55-74 years,188.0,1060900.0
21390,75+ years,85.0,291100.0
21391,15-24 years,375.0,1425100.0
21392,25-34 years,602.0,1455200.0
21393,35-54 years,925.0,1735100.0
21394,5-14 years,53.0,1698000.0
21395,55-74 years,356.0,706400.0
21396,75+ years,82.0,102200.0
21397,15-24 years,139.0,1351900.0
21398,25-34 years,104.0,1438900.0
21399,35-54 years,185.0,1877800.0
21400,5-14 years,11.0,1682200.0
21401,55-74 years,166.0,1093000.0
21402,75+ years,91.0,294600.0
21403,15-24 years,405.0,1438500.0
21404,25-34 years,621.0,1441200.0
21405,35-54 years,866.0,1769600.0
21406,5-14 years,66.0,1721900.0
21407,55-74 years,354.0,741600.0
21408,75+ years,74.0,101600.0
21409,15-24 years,144.0,1385000.0
21410,25-34 years,132.0,1414300.0
21411,35-54 years,217.0,1900200.0
21412,5-14 years,14.0,1706200.0
21413,55-74 years,194.0,1132100.0
21414,75+ years,84.0,298600.0
21415,15-24 years,453.0,1459100.0
21416,25-34 years,676.0,1421100.0
21417,35-54 years,925.0,1794700.0
21418,5-14 years,63.0,1751600.0
21419,55-74 years,390.0,785400.0
21420,75+ years,64.0,101800.0
21421,15-24 years,173.0,1407100.0
21422,25-34 years,119.0,1383000.0
21423,35-54 years,219.0,1929300.0
21424,5-14 years,20.0,1726000.0
21425,55-74 years,229.0,1173100.0
21426,75+ years,69.0,308200.0
21427,15-24 years,574.0,1474700.0
21428,25-34 years,772.0,1395600.0
21429,35-54 years,1146.0,1825900.0
21430,5-14 years,76.0,1774700.0
21431,55-74 years,545.0,830100.0
21432,75+ years,77.0,103700.0
21433,15-24 years,149.0,1332400.0
21434,25-34 years,128.0,1327200.0
21435,35-54 years,198.0,1965300.0
21436,5-14 years,16.0,1740500.0
21437,55-74 years,198.0,1201100.0
21438,75+ years,91.0,288000.0
21439,15-24 years,520.0,1442200.0
21440,25-34 years,735.0,1342400.0
21441,35-54 years,1246.0,1861800.0
21442,5-14 years,50.0,1784600.0
21443,55-74 years,599.0,853800.0
21444,75+ years,94.0,90300.0
21445,15-24 years,145.0,1412600.0
21446,25-34 years,130.0,1271500.0
21447,35-54 years,216.0,1901900.0
21448,5-14 years,15.0,1688900.0
21449,55-74 years,208.0,1205800.0
21450,75+ years,86.0,267600.0
21451,15-24 years,622.0,1455600.0
21452,25-34 years,887.0,1311800.0
21453,35-54 years,1523.0,1791600.0
21454,5-14 years,61.0,1736100.0
21455,55-74 years,737.0,859800.0
21456,75+ years,76.0,86400.0
21457,15-24 years,158.0,1381300.0
21458,25-34 years,121.0,1187600.0
21459,35-54 years,223.0,1858300.0
21460,5-14 years,10.0,1633400.0
21461,55-74 years,211.0,1173100.0
21462,75+ years,54.0,251800.0
21463,15-24 years,635.0,1405800.0
21464,25-34 years,879.0,1243300.0
21465,35-54 years,1630.0,1753600.0
21466,5-14 years,57.0,1682200.0
21467,55-74 years,731.0,836900.0
21468,75+ years,64.0,80400.0
21469,15-24 years,175.0,1388400.0
21470,25-34 years,131.0,1152200.0
21471,35-54 years,216.0,1871000.0
21472,5-14 years,16.0,1623000.0
21473,55-74 years,164.0,1153000.0
21474,75+ years,59.0,247700.0
21475,15-24 years,651.0,1401300.0
21476,25-34 years,810.0,1217700.0
21477,35-54 years,1577.0,1766200.0
21478,5-14 years,53.0,1673300.0
21479,55-74 years,740.0,822400.0
21480,75+ years,50.0,78400.0
21481,15-24 years,152.0,1353400.0
21482,25-34 years,138.0,1103400.0
21483,35-54 years,205.0,1863700.0
21484,5-14 years,11.0,1556100.0
21485,55-74 years,160.0,1090300.0
21486,75+ years,63.0,241200.0
21487,15-24 years,594.0,1343300.0
21488,25-34 years,727.0,1145900.0
21489,35-54 years,1459.0,1724400.0
21490,5-14 years,54.0,1585500.0
21491,55-74 years,692.0,762500.0
21492,75+ years,58.0,74500.0
21493,15-24 years,124.0,1358700.0
21494,25-34 years,120.0,1089900.0
21495,35-54 years,198.0,1909900.0
21496,5-14 years,10.0,1523100.0
21497,55-74 years,152.0,1044200.0
21498,75+ years,59.0,246200.0
21499,15-24 years,609.0,1349400.0
21500,25-34 years,717.0,1131600.0
21501,35-54 years,1331.0,1761800.0
21502,5-14 years,49.0,1555400.0
21503,55-74 years,567.0,727800.0
21504,75+ years,55.0,75400.0
21505,15-24 years,169.0,1375343.0
21506,25-34 years,122.0,1089854.0
21507,35-54 years,234.0,1959602.0
21508,5-14 years,18.0,1486628.0
21509,55-74 years,147.0,1005027.0
21510,75+ years,56.0,254407.0
21511,15-24 years,623.0,1366874.0
21512,25-34 years,852.0,1132418.0
21513,35-54 years,1527.0,1802430.0
21514,5-14 years,47.0,1523202.0
21515,55-74 years,586.0,698665.0
21516,75+ years,47.0,77972.0
21517,15-24 years,158.0,1336586.0
21518,25-34 years,110.0,1137636.0
21519,35-54 years,197.0,1998447.0
21520,5-14 years,21.0,1455622.0
21521,55-74 years,119.0,1011423.0
21522,75+ years,53.0,233378.0
21523,15-24 years,660.0,1365580.0
21524,25-34 years,843.0,1117605.0
21525,35-54 years,1519.0,1807120.0
21526,5-14 years,64.0,1508752.0
21527,55-74 years,582.0,718503.0
21528,75+ years,51.0,82044.0
21529,15-24 years,160.0,1377461.0
21530,25-34 years,129.0,1147717.0
21531,35-54 years,198.0,2033504.0
21532,5-14 years,20.0,1372725.0
21533,55-74 years,119.0,996301.0
21534,75+ years,52.0,247685.0
21535,15-24 years,621.0,1414530.0
21536,25-34 years,825.0,1128226.0
21537,35-54 years,1414.0,1837817.0
21538,5-14 years,67.0,1424722.0
21539,55-74 years,582.0,704901.0
21540,75+ years,53.0,91887.0
21541,15-24 years,157.0,1408946.0
21542,25-34 years,114.0,1159693.0
21543,35-54 years,202.0,2053544.0
21544,5-14 years,16.0,1316237.0
21545,55-74 years,139.0,996433.0
21546,75+ years,60.0,259838.0
21547,15-24 years,652.0,1449082.0
21548,25-34 years,938.0,1141761.0
21549,35-54 years,1386.0,1855662.0
21550,5-14 years,67.0,1368679.0
21551,55-74 years,530.0,702817.0
21552,75+ years,60.0,99171.0
21553,15-24 years,177.0,1438621.0
21554,25-34 years,131.0,1174778.0
21555,35-54 years,208.0,2076222.0
21556,5-14 years,14.0,1263986.0
21557,55-74 years,101.0,1004413.0
21558,75+ years,61.0,271208.0
21559,15-24 years,735.0,1480125.0
21560,25-34 years,967.0,1159137.0
21561,35-54 years,1427.0,1874980.0
21562,5-14 years,57.0,1317575.0
21563,55-74 years,441.0,706313.0
21564,75+ years,75.0,105970.0
21565,15-24 years,153.0,1464554.0
21566,25-34 years,126.0,1188857.0
21567,35-54 years,177.0,2097655.0
21568,5-14 years,24.0,1219019.0
21569,55-74 years,100.0,1021709.0
21570,75+ years,54.0,279776.0
21571,15-24 years,635.0,1507234.0
21572,25-34 years,868.0,1174447.0
21573,35-54 years,1225.0,1893623.0
21574,5-14 years,78.0,1272278.0
21575,55-74 years,402.0,716191.0
21576,75+ years,61.0,112427.0
21577,15-24 years,181.0,1486771.0
21578,25-34 years,121.0,1202659.0
21579,35-54 years,190.0,2121510.0
21580,5-14 years,24.0,1181324.0
21581,55-74 years,106.0,1047352.0
21582,75+ years,53.0,282507.0
21583,15-24 years,657.0,1530192.0
21584,25-34 years,944.0,1189058.0
21585,35-54 years,1225.0,1915309.0
21586,5-14 years,68.0,1234397.0
21587,55-74 years,436.0,730464.0
21588,75+ years,71.0,116133.0
21589,15-24 years,203.0,1498711.0
21590,25-34 years,140.0,1219565.0
21591,35-54 years,210.0,2144647.0
21592,5-14 years,30.0,1149826.0
21593,55-74 years,88.0,1077829.0
21594,75+ years,50.0,281627.0
21595,15-24 years,648.0,1542361.0
21596,25-34 years,919.0,1208359.0
21597,35-54 years,1275.0,1935835.0
21598,5-14 years,89.0,1202402.0
21599,55-74 years,412.0,747545.0
21600,75+ years,77.0,116899.0
21601,15-24 years,239.0,1496633.0
21602,25-34 years,152.0,1240283.0
21603,35-54 years,217.0,2165507.0
21604,5-14 years,19.0,1130043.0
21605,55-74 years,93.0,1110519.0
21606,75+ years,47.0,280166.0
21607,15-24 years,657.0,1540282.0
21608,25-34 years,860.0,1232084.0
21609,35-54 years,1178.0,1954893.0
21610,5-14 years,66.0,1182019.0
21611,55-74 years,383.0,766809.0
21612,75+ years,86.0,116815.0
21613,15-24 years,214.0,1488994.0
21614,25-34 years,145.0,1269302.0
21615,35-54 years,192.0,2191360.0
21616,5-14 years,26.0,1126895.0
21617,55-74 years,99.0,1150346.0
21618,75+ years,42.0,277759.0
21619,15-24 years,608.0,1533027.0
21620,25-34 years,848.0,1263819.0
21621,35-54 years,1181.0,1980466.0
21622,5-14 years,43.0,1179629.0
21623,55-74 years,380.0,792505.0
21624,75+ years,60.0,116533.0
21625,15-24 years,193.0,1549811.0
21626,25-34 years,140.0,1332552.0
21627,35-54 years,160.0,2227790.0
21628,5-14 years,25.0,1155258.0
21629,55-74 years,88.0,1144484.0
21630,75+ years,39.0,263531.0
21631,15-24 years,528.0,1555580.0
21632,25-34 years,808.0,1310211.0
21633,35-54 years,1118.0,2037599.0
21634,5-14 years,49.0,1212500.0
21635,55-74 years,389.0,810461.0
21636,75+ years,72.0,113390.0
21637,15-24 years,171.0,1514356.0
21638,25-34 years,128.0,1367342.0
21639,35-54 years,166.0,2253866.0
21640,5-14 years,21.0,1169247.0
21641,55-74 years,78.0,1172197.0
21642,75+ years,44.0,273217.0
21643,15-24 years,493.0,1526023.0
21644,25-34 years,778.0,1344771.0
21645,35-54 years,1062.0,2062451.0
21646,5-14 years,38.0,1218724.0
21647,55-74 years,358.0,831202.0
21648,75+ years,64.0,119954.0
21649,15-24 years,131.0,1464381.0
21650,25-34 years,111.0,1407854.0
21651,35-54 years,181.0,2273726.0
21652,5-14 years,7.0,1198748.0
21653,55-74 years,93.0,1198153.0
21654,75+ years,40.0,288919.0
21655,15-24 years,426.0,1481240.0
21656,25-34 years,716.0,1384736.0
21657,35-54 years,1074.0,2082135.0
21658,5-14 years,33.0,1261734.0
21659,55-74 years,368.0,852033.0
21660,75+ years,60.0,129890.0
21661,15-24 years,182.0,1405609.0
21662,25-34 years,136.0,1451026.0
21663,35-54 years,193.0,2289754.0
21664,5-14 years,27.0,1246955.0
21665,55-74 years,89.0,1228388.0
21666,75+ years,48.0,307080.0
21667,15-24 years,449.0,1429864.0
21668,25-34 years,733.0,1425587.0
21669,35-54 years,1142.0,2098964.0
21670,5-14 years,42.0,1313549.0
21671,55-74 years,393.0,878598.0
21672,75+ years,78.0,140008.0
21673,15-24 years,132.0,1344351.0
21674,25-34 years,126.0,1490998.0
21675,35-54 years,171.0,2303567.0
21676,5-14 years,18.0,1307309.0
21677,55-74 years,69.0,1263876.0
21678,75+ years,47.0,325593.0
21679,15-24 years,356.0,1377269.0
21680,25-34 years,667.0,1462224.0
21681,35-54 years,1082.0,2116035.0
21682,5-14 years,38.0,1377917.0
21683,55-74 years,343.0,911127.0
21684,75+ years,70.0,148578.0
21685,15-24 years,127.0,1285407.0
21686,25-34 years,108.0,1524321.0
21687,35-54 years,175.0,2313458.0
21688,5-14 years,13.0,1370388.0
21689,55-74 years,65.0,1306669.0
21690,75+ years,42.0,343577.0
21691,15-24 years,312.0,1326082.0
21692,25-34 years,603.0,1492576.0
21693,35-54 years,962.0,2130654.0
